Rk,Player,Nation,Pos,Squad,Age,Born,MP_playingtime,Starts_playingtime,Min_playingtime,Gls_performance,Ast_performance,PK_performance,PKatt_performance,CrdY_performance,CrdR_performance,Gls_per90min,Ast_per90min,G_plus_A_per90min,G_minus_PK_per90min,G_plus_A_minus_PK_per90min,xG_expected,npxG_expected,xA_expected,xG_per90min,xA_per90min,xG_plus_xA_per90min,npxG_per90min,npxG_plus_xA_per90min
515,Sebastián Saucedo\Sebastian-Saucedo,us USA,FW,Real Salt Lake,21,1997,28,10,1039,3,2,0,0,1,0,0.26,0.17,0.43,0.26,0.43,2.7,2.7,0.9,0.24,0.08,0.32,0.24,0.32
516,Gastón Sauro\Gaston-Sauro,ar ARG,DF,Columbus,27,1990,7,6,521,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0.01,0.01,0,0.01
517,Jefferson Savarino\Jefferson-Savarino,ve VEN,FW,Real Salt Lake,21,1996,32,32,2850,7,9,0,0,2,0,0.22,0.28,0.51,0.22,0.51,5.9,5.9,7.8,0.19,0.25,0.43,0.19,0.43
518,Chris Schuler\Chris-Schuler,us USA,DF,Orlando City,30,1987,9,8,786,1,0,0,0,3,0,0.11,0,0.11,0.11,0.11,0.6,0.6,0,0.06,0,0.06,0.06,0.06
519,Rasmus Schüller\Rasmus-Schuller,fi FIN,MFFW,Minnesota,26,1991,31,29,2541,1,3,0,0,5,0,0.04,0.11,0.14,0.04,0.14,1.1,1.1,1.9,0.04,0.07,0.11,0.04,0.11
520,Bastian Schweinsteiger\Bastian-Schweinsteiger,de GER,MFDF,Chicago,33,1984,31,30,2723,4,5,0,1,7,0,0.13,0.17,0.3,0.13,0.3,2.7,1.9,2.5,0.09,0.08,0.17,0.06,0.15
521,Mark Segbers\Mark-Segbers,us USA,DF,New England,21,1996,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,Ulises Segura\Ulises-Segura,cr CRC,MFFW,D.C. United,24,1993,23,14,1293,2,1,0,0,1,0,0.14,0.07,0.21,0.14,0.21,1.9,1.9,1.7,0.13,0.12,0.25,0.13,0.25
523,Chris Seitz\Chris-Seitz,us USA,GK,Houston,30,1987,6,6,540,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,Philippe Senderos\Philippe-Senderos,ch SUI,DF,Houston,32,1985,8,7,607,4,0,0,0,2,0,0.59,0,0.59,0.59,0.59,1,1,0.1,0.15,0.02,0.16,0.15,0.16
525,Dillon Serna\Dillon-Serna,us USA,MFFW,Colorado,23,1994,20,10,1191,1,0,0,0,3,0,0.08,0,0.08,0.08,0.08,1.3,1.3,0.9,0.1,0.07,0.17,0.1,0.17
526,Brek Shea\Brek-Shea,us USA,FWDF,Vancouver,27,1990,28,15,1525,3,2,0,0,3,0,0.18,0.12,0.3,0.18,0.3,2.4,2.4,1.5,0.14,0.09,0.23,0.14,0.23
527,Khiry Shelton\Khiry-Shelton,us USA,FW,Sporting KC,24,1993,20,15,1369,2,5,0,0,2,0,0.13,0.33,0.46,0.13,0.46,4.2,4.2,3.7,0.3,0.26,0.56,0.29,0.55
528,Harry Shipp\Harry-Shipp,us USA,FW,Seattle,26,1991,19,15,1221,3,1,0,0,1,0,0.22,0.07,0.29,0.22,0.29,2.3,2.3,0.6,0.17,0.04,0.22,0.17,0.22
529,Shamit Shome\Shamit-Shome,ca CAN,MF,Montreal,20,1997,5,2,251,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.15,0,0.15,0.15,0.15
530,Bobby Shuttleworth\Bobby-Shuttleworth,us USA,GK,Minnesota,30,1987,25,25,2250,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,Alejandro Silva González\Alejandro-Silva-Gonzalez,uy URU,FWMF,Montreal,28,1989,31,27,2362,5,8,1,1,4,0,0.19,0.3,0.5,0.15,0.46,6.3,5.5,6.1,0.24,0.23,0.47,0.21,0.44
532,Danilo da Silva\Danilo-da-Silva,br BRA,DF,Los Angeles FC,31,1986,10,9,721,0,0,0,0,2,0,0,0,0,0,0,0.6,0.6,0.1,0.08,0.01,0.09,0.08,0.09
533,Luis Silva\Luis-Silva,us USA,FW,Real Salt Lake,29,1988,19,9,814,5,0,1,1,0,0,0.55,0,0.55,0.44,0.44,4.3,3.5,1.1,0.47,0.12,0.6,0.39,0.51
534,Marcelo Silva\Marcelo-Silva,uy URU,DF,Real Salt Lake,28,1989,18,18,1555,0,0,0,0,7,0,0,0,0,0,0,0.5,0.5,0,0.03,0,0.03,0.03,0.03
535,Pierre da Silva\Pierre-da-Silva,us USA,FW,Orlando City,19,1998,2,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,Jay Simpson\Jay-Simpson,eng ENG,FWMF,Philadelphia,29,1988,8,1,164,2,0,0,0,0,0,1.1,0,1.1,1.1,1.1,1.6,1.6,0,0.89,0,0.89,0.89,0.89
537,Seth Sinovic\Seth-Sinovic,us USA,DF,Sporting KC,31,1987,23,19,1648,0,1,0,0,4,1,0,0.05,0.05,0,0.05,0.3,0.3,0.7,0.02,0.04,0.06,0.02,0.06
538,Axel Sjöberg\Axel-Sjoberg,se SWE,DF,Colorado,26,1991,17,15,1333,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.03,0,0.03,0.03,0.03
539,Jørgen Skjelvik\Jorgen-Skjelvik,no NOR,DF,LA Galaxy,26,1991,32,29,2588,0,1,0,0,6,0,0,0.03,0.03,0,0.03,0.5,0.5,0.2,0.02,0.01,0.02,0.02,0.02
540,Brad Smith\Brad-Smith,au AUS,DF,Seattle,23,1994,6,6,443,0,1,0,0,1,0,0,0.2,0.2,0,0.2,0.3,0.3,0.8,0.06,0.15,0.21,0.06,0.21
541,Graham Smith\Graham-Smith,us USA,DF,Sporting KC,22,1995,2,2,180,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.08,0,0.08,0.08,0.08
542,Tommy Smith\Tommy-Smith,nz NZL,DF,Colorado,27,1990,33,33,2969,4,3,0,0,6,1,0.12,0.09,0.21,0.12,0.21,2,2,0.8,0.06,0.03,0.09,0.06,0.09
543,Luis Solignac\Luis-Solignac,ar ARG,FWMF,Chicago,26,1991,11,8,699,0,1,0,0,0,0,0,0.13,0.13,0,0.13,1.7,1.7,0.3,0.22,0.04,0.25,0.22,0.25
544,Gabriel Somi\Gabriel-Somi,sy SYR,DF,New England,26,1991,14,12,1038,0,1,0,0,3,0,0,0.09,0.09,0,0.09,0.3,0.3,0.7,0.02,0.06,0.08,0.02,0.08
545,Eduardo Sosa\Eduardo-Sosa,ve VEN,MFFW,Columbus,20,1997,10,3,391,1,0,0,0,1,1,0.23,0,0.23,0.23,0.23,0.4,0.4,0.6,0.1,0.14,0.24,0.1,0.24
546,Jonathan Spector\Jonathan-Spector,us USA,DF,Orlando City,31,1986,13,13,1059,0,1,0,0,2,0,0,0.08,0.08,0,0.08,0.9,0.9,0.6,0.07,0.05,0.12,0.07,0.12
547,Ben Spencer\Ben-Spencer,us USA,FW,Toronto FC,22,1995,2,1,82,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,0.75,0.04,0.79,0.75,0.79
548,Mac Steeves\Mac-Steeves,us USA,MFFW,Houston,23,1994,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.15,0.46,0.61,0.15,0.61
549,Zack Steffen\Zack-Steffen,us USA,GK,Columbus,22,1995,29,29,2610,0,0,0,0,2,0,0,0,0,0,0,0,0,0.2,0,0.01,0.01,0,0.01
550,Daniel Steres\Daniel-Steres,us USA,DF,LA Galaxy,27,1990,20,14,1322,0,1,0,0,2,0,0,0.07,0.07,0,0.07,0.3,0.3,0.4,0.02,0.03,0.05,0.02,0.05
551,Zoltán Stieber\Zoltan-Stieber,hu HUN,MFFW,D.C. United,29,1988,27,21,1827,5,6,0,0,1,0,0.25,0.3,0.54,0.25,0.54,4,4,3.4,0.2,0.17,0.36,0.2,0.36
552,Brad Stuver\Brad-Stuver,us USA,GK,NYCFC,26,1991,2,2,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,Sunny\Sunny,ng NGA,MF,Real Salt Lake,29,1988,23,16,1416,0,1,0,0,5,0,0,0.06,0.06,0,0.06,0.3,0.3,0.5,0.02,0.03,0.05,0.02,0.05
554,Scott Sutter\Scott-Sutter,ch SUI,DF,Orlando City,31,1986,19,18,1563,3,2,0,0,0,0,0.17,0.12,0.29,0.17,0.29,0.8,0.8,1.3,0.05,0.08,0.13,0.05,0.13
555,Gustav Svensson\Gustav-Svensson,se SWE,MFDF,Seattle,30,1987,24,23,2072,3,1,0,0,2,0,0.13,0.04,0.17,0.13,0.17,1.3,1.3,1,0.05,0.04,0.1,0.05,0.1
556,Ben Sweat\Ben-Sweat,us USA,DF,NYCFC,26,1991,28,24,2195,0,1,0,0,3,0,0,0.04,0.04,0,0.04,1,1,1.9,0.04,0.08,0.13,0.04,0.13
557,Saphir Taïder\Saphir-Taider,dz ALG,MF,Montreal,25,1992,33,33,2849,7,5,1,1,3,1,0.22,0.16,0.38,0.19,0.35,6.8,6.1,4.2,0.22,0.13,0.35,0.19,0.32
558,Mitchell Taintor\Mitchell-Taintor,us USA,DF,Toronto FC,23,1994,1,1,90,1,0,0,0,1,0,1,0,1,1,1,0.1,0.1,0.1,0.08,0.06,0.14,0.08,0.14
559,Ismael Tajouri-Shradi\Ismael-Tajouri-Shradi,ly LBY,FWMF,NYCFC,23,1994,27,18,1546,11,1,0,0,2,0,0.64,0.06,0.7,0.64,0.7,4.1,4.1,3.6,0.24,0.22,0.46,0.24,0.46
560,Andrew Tarbell\Andrew-Tarbell,us USA,GK,San Jose,24,1993,29,29,2610,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0.01,0.01,0,0.01
561,Amro Tarek\Amro-Tarek,eg EGY,DF,Orlando City,25,1992,20,19,1696,1,0,0,0,2,0,0.05,0,0.05,0.05,0.05,1.4,1.4,0.2,0.08,0.01,0.08,0.08,0.08
562,Tony Tchani\Tony-Tchani,cm CMR,MF,Chicago,28,1989,13,9,826,1,0,0,0,1,0,0.11,0,0.11,0.11,0.11,0.3,0.3,0.3,0.03,0.03,0.07,0.03,0.07
563,Cristian Techera\Cristian-Techera,uy URU,FWMF,Vancouver,25,1992,21,16,1344,8,1,1,1,7,1,0.54,0.07,0.6,0.47,0.54,6.6,5.8,2.6,0.44,0.17,0.61,0.39,0.56
564,Russell Teibert\Russell-Teibert,ca CAN,MF,Vancouver,25,1992,23,17,1606,1,0,0,0,3,0,0.06,0,0.06,0.06,0.06,0.3,0.3,1.2,0.02,0.07,0.08,0.02,0.08
565,Ryan Telfer\Ryan-Telfer,tt TRI,DFFW,Toronto FC,23,1994,15,9,815,1,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22,0.4,0.4,1.6,0.04,0.18,0.23,0.04,0.23
566,Jérôme Thiesson\Jerome-Thiesson,ch SUI,DF,Minnesota,30,1987,14,13,1106,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1.1,0.01,0.09,0.1,0.01,0.1
567,Tommy Thompson\Tommy-Thompson,us USA,MFFW,San Jose,22,1995,14,6,634,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.8,0.09,0.12,0.2,0.09,0.2
568,Chris Tierney\Chris-Tierney,us USA,DF,New England,32,1986,6,3,311,1,0,0,0,1,0,0.29,0,0.29,0.29,0.29,0.2,0.2,0.7,0.05,0.21,0.26,0.05,0.26
569,Anton Tinnerholm\Anton-Tinnerholm,se SWE,DF,NYCFC,26,1991,31,31,2696,4,5,0,0,5,0,0.13,0.17,0.3,0.13,0.3,1.8,1.8,2.6,0.06,0.09,0.15,0.06,0.15
570,Donny Toia\Donny-Toia,us USA,DF,Orlando City,25,1992,4,3,237,0,1,0,0,0,0,0,0.38,0.38,0,0.38,0,0,0.1,0.02,0.03,0.05,0.02,0.05
571,Nouhou Tolo\Nouhou-Tolo,cm CMR,DF,Seattle,20,1997,28,23,2036,0,0,0,0,8,0,0,0,0,0,0,0.7,0.7,1.2,0.03,0.05,0.08,0.03,0.08
572,Román Torres\Roman-Torres,pa PAN,DF,Seattle,31,1986,13,7,692,0,0,0,0,1,0,0,0,0,0,0,1,1,0.1,0.13,0.01,0.14,0.13,0.14
573,Mason Toye\Mason-Toye,us USA,FW,Minnesota,19,1998,17,2,351,0,0,0,0,3,1,0,0,0,0,0,1.6,1.6,0.1,0.42,0.02,0.43,0.42,0.43
574,Wil Trapp\Wil-Trapp,us USA,MF,Columbus,25,1993,30,29,2619,1,1,0,0,3,0,0.03,0.03,0.07,0.03,0.07,0.2,0.2,1.3,0.01,0.05,0.05,0.01,0.05
575,Auston Trusty\Auston-Trusty,us USA,DF,Philadelphia,19,1998,34,34,3060,1,0,0,0,4,0,0.03,0,0.03,0.03,0.03,0.6,0.6,0.2,0.02,0.01,0.02,0.02,0.02
576,Bill Tuiloma\Bill-Tuiloma,nz NZL,DF,Portland,22,1995,13,7,717,1,0,0,0,0,0,0.13,0,0.13,0.13,0.13,0.4,0.4,0.1,0.05,0.01,0.06,0.05,0.06
577,Matt Turner\Matt-Turner,us USA,GK,New England,23,1994,27,27,2430,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,Ema Twumasi\Ema-Twumasi,gh GHA,FW,FC Dallas,20,1997,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.18,0,0.18,0.18,0.18
579,Victor Ulloa\Victor-Ulloa,us USA,MF,FC Dallas,25,1992,27,25,2166,1,2,0,0,1,0,0.04,0.08,0.12,0.04,0.12,0.9,0.9,1.6,0.04,0.07,0.11,0.04,0.11
580,Marco Ureña\Marco-Urena,cr CRC,FW,Los Angeles FC,27,1990,18,11,1016,1,4,0,1,0,0,0.09,0.35,0.44,0.09,0.44,5.3,4.6,2,0.47,0.18,0.65,0.41,0.58
581,Maximiliano Urruti\Maximiliano-Urruti,ar ARG,FWMF,FC Dallas,26,1991,33,30,2733,8,7,0,0,3,0,0.26,0.23,0.49,0.26,0.49,10.6,10.6,4.1,0.36,0.14,0.5,0.36,0.5
582,Zarek Valentin\Zarek-Valentin,us USA,DF,Portland,26,1991,32,30,2723,0,0,0,0,4,0,0,0,0,0,0,0.4,0.4,1.6,0.01,0.05,0.06,0.01,0.06
583,Milton Valenzuela\Milton-Valenzuela,ar ARG,DF,Columbus,19,1998,30,29,2553,1,3,0,0,6,0,0.04,0.11,0.14,0.04,0.14,1.1,1.1,4.2,0.04,0.15,0.19,0.04,0.19
584,Diego Valeri\Diego-Valeri,ar ARG,MFFW,Portland,31,1986,32,31,2743,10,11,4,5,4,0,0.33,0.36,0.69,0.2,0.56,11.6,7.8,8.3,0.38,0.27,0.65,0.26,0.53
585,Florian Valot\Florian-Valot,fr FRA,FWMF,NY Red Bulls,24,1993,14,13,1144,3,4,0,0,1,0,0.24,0.31,0.55,0.24,0.55,3.3,3.3,2,0.26,0.16,0.42,0.26,0.42
586,Jeisson Vargas\Jeisson-Vargas,cl CHI,FWMF,Montreal,20,1997,19,10,871,4,0,0,0,1,0,0.41,0,0.41,0.41,0.41,2.1,2.1,0.6,0.22,0.06,0.28,0.22,0.28
587,Brandon Vazquez\Brandon-Vazquez,us USA,FW,Atlanta,19,1998,8,0,93,0,0,0,0,0,0,0,0,0,0,0,1.7,1.7,0.1,1.62,0.08,1.69,1.62,1.69
588,Víctor Vázquez\Victor-Vazquez,es ESP,MFFW,Toronto FC,31,1987,21,19,1430,8,4,2,2,0,0,0.5,0.25,0.76,0.38,0.63,4.6,3.1,3.6,0.29,0.23,0.52,0.19,0.42
589,Carlos Vela\Carlos-Vela,mx MEX,FWMF,Los Angeles FC,28,1989,28,26,2378,14,9,4,4,1,0,0.53,0.34,0.87,0.38,0.72,10.7,7.7,8.9,0.42,0.35,0.77,0.3,0.65
590,David Villa\David-Villa,es ESP,FW,NYCFC,36,1981,23,20,1748,14,5,2,3,4,0,0.72,0.26,0.98,0.62,0.88,11.1,9.6,5.7,0.6,0.31,0.91,0.52,0.83
591,Jorge Villafaña\Jorge-Villafana,us USA,DF,Portland,28,1989,8,7,654,0,1,0,0,0,0,0,0.14,0.14,0,0.14,0,0,1.2,0,0.16,0.16,0,0.16
592,Héctor Villalba\Hector-Villalba,py PAR,FW,Atlanta,23,1994,28,21,1773,7,6,0,0,4,0,0.36,0.3,0.66,0.36,0.66,7,7,5.8,0.36,0.3,0.65,0.36,0.65
593,Jose Villarreal\Jose-Villarreal,us USA,MF,Orlando City,24,1993,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.4,0.4,0,0.4
594,Brandon Vincent\Brandon-Vincent,us USA,DF,Chicago,23,1994,32,31,2827,1,3,0,0,3,0,0.03,0.1,0.13,0.03,0.13,0.7,0.7,1.4,0.02,0.04,0.07,0.02,0.07
595,Sam Vines\Sam-Vines,us USA,DF,Colorado,18,1999,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,Rodney Wallace\Rodney-Wallace,cr CRC,FW,NYCFC,29,1988,18,9,821,1,1,0,0,2,0,0.11,0.11,0.22,0.11,0.22,2.1,2.1,0.7,0.23,0.08,0.31,0.23,0.31
597,Collen Warner\Collen-Warner,us USA,MF,Minnesota,29,1988,17,14,1236,0,0,0,0,7,1,0,0,0,0,0,0.1,0.1,0.5,0.01,0.04,0.04,0.01,0.04
598,Kendall Waston\Kendall-Waston,cr CRC,DF,Vancouver,30,1988,26,26,2217,3,2,0,0,6,1,0.12,0.08,0.2,0.12,0.2,3.2,3.2,1.4,0.13,0.05,0.19,0.13,0.19
599,Jared Watts\Jared-Watts,us USA,DF,Houston,25,1992,7,7,533,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02
600,Chris Wehan\Chris-Wehan,us USA,FWDF,San Jose,24,1994,6,2,186,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.7,0.08,0.32,0.4,0.08,0.4
601,Andrew Wenger\Andrew-Wenger,us USA,DFFW,Houston,27,1990,22,20,1708,2,1,0,0,1,0,0.11,0.05,0.16,0.11,0.16,2.5,2.5,1.3,0.13,0.07,0.2,0.13,0.2
602,Andrew Wheeler-Omiunu\Andrew-Wheeler-Omiunu,us USA,MF,Atlanta,23,1994,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,Brian White\Brian-White,us USA,FW,NY Red Bulls,21,1996,5,2,219,1,0,0,0,0,0,0.41,0,0.41,0.41,0.41,1.7,1.7,0,0.68,0,0.68,0.68,0.68
604,Josh Williams\Josh-Williams,us USA,DF,Columbus,29,1988,21,16,1486,0,0,0,0,2,0,0,0,0,0,0,1.3,1.3,0.4,0.08,0.03,0.1,0.08,0.1
605,Romario Williams\Romario-Williams,jm JAM,FWMF,Atlanta,23,1994,17,0,224,1,0,0,0,4,0,0.4,0,0.4,0.4,0.4,1.1,1.1,0.7,0.46,0.27,0.73,0.46,0.73
606,Sheanon Williams\Sheanon-Williams,us USA,DFFW,LA Galaxy,27,1990,8,1,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,Joe Willis\Joe-Willis,us USA,GK,Houston,29,1988,26,26,2340,0,0,0,0,3,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0
608,Danny Wilson\Danny-Wilson,sco SCO,DFMF,Colorado,26,1991,23,22,1935,0,0,0,0,7,0,0,0,0,0,0,0.3,0.3,0.2,0.01,0.01,0.02,0.01,0.02
609,Henry Wingo\Henry-Wingo,us USA,FWDF,Seattle,22,1995,5,1,148,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.3,0.17,0.19,0.36,0.17,0.36
610,Magnus Wolff Eikrem\Magnus-Wolff-Eikrem,no NOR,FWMF,Seattle,27,1990,15,6,599,1,1,0,0,2,0,0.15,0.15,0.3,0.15,0.3,1.6,1.6,1.3,0.24,0.19,0.43,0.24,0.43
611,Chris Wondolowski\Chris-Wondolowski,us USA,FWMF,San Jose,35,1983,34,23,2296,10,5,3,4,3,0,0.39,0.2,0.59,0.27,0.47,9.5,6.3,2.1,0.37,0.08,0.45,0.25,0.33
612,Brian Wright\Brian-Wright,ca CAN,FW,New England,22,1995,10,2,263,1,0,0,0,0,0,0.34,0,0.34,0.34,0.34,1.4,1.4,0.1,0.48,0.02,0.51,0.48,0.51
613,Bradley Wright-Phillips\Bradley-Wright-Phillips,eng ENG,FW,NY Red Bulls,32,1985,32,28,2532,20,7,0,0,7,0,0.71,0.25,0.96,0.71,0.96,14,14,6.4,0.5,0.23,0.73,0.5,0.73
614,Deklan Wynne\Deklan-Wynne,nz NZL,DF,Colorado,22,1995,25,22,2006,0,0,0,0,3,1,0,0,0,0,0,0.1,0.1,0.3,0,0.01,0.02,0,0.02
615,Yoshimar Yotún\Yoshimar-Yotun,pe PER,MFFW,Orlando City,27,1990,22,22,1969,4,7,3,3,7,1,0.18,0.32,0.5,0.05,0.37,4.1,1.8,5.9,0.19,0.27,0.46,0.08,0.35
616,Jackson Yueill\Jackson-Yueill,us USA,MF,San Jose,20,1997,21,15,1289,0,2,0,0,0,0,0,0.14,0.14,0,0.14,0.8,0.8,1.4,0.05,0.1,0.16,0.05,0.16
617,Wilfried Zahibo\Wilfried-Zahibo,cf CTA,MF,New England,24,1993,31,22,1941,4,2,0,0,6,0,0.19,0.09,0.28,0.19,0.28,2.2,1.9,1.1,0.1,0.05,0.15,0.09,0.14
618,Gyasi Zardes\Gyasi-Zardes,us USA,FW,Columbus,26,1991,33,33,2945,19,0,3,4,3,0,0.58,0,0.58,0.49,0.49,17.1,14.1,2.1,0.52,0.06,0.59,0.43,0.5
619,Eriq Zavaleta\Eriq-Zavaleta,us USA,DF,Toronto FC,25,1992,21,16,1487,0,0,0,0,4,0,0,0,0,0,0,0.2,0.2,0.3,0.01,0.02,0.04,0.01,0.04
620,Reto Ziegler\Reto-Ziegler,ch SUI,DF,FC Dallas,32,1986,29,29,2568,4,0,2,3,3,3,0.14,0,0.14,0.07,0.07,2,0.5,0.6,0.07,0.02,0.1,0.02,0.04
621,Walker Zimmerman\Walker-Zimmerman,us USA,DF,Los Angeles FC,24,1993,26,26,2319,4,1,0,0,4,0,0.16,0.04,0.19,0.16,0.19,2.4,2.4,0.9,0.1,0.03,0.13,0.1,0.13
622,Sal Zizzo\Sal-Zizzo,us USA,DF,Atlanta,30,1987,6,1,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.05,0.05,0,0.05
623,Graham Zusi\Graham-Zusi,us USA,DF,Sporting KC,31,1986,34,34,3060,2,4,0,0,2,0,0.06,0.12,0.18,0.06,0.18,2.8,2.8,6.2,0.09,0.19,0.27,0.09,0.27
