Rk,Player,Nation,Pos,Squad,Age,Born,MP_playingtime,Starts_playingtime,Min_playingtime,Gls_performance,Ast_performance,PK_performance,PKatt_performance,CrdY_performance,CrdR_performance,Gls_per90min,Ast_per90min,G_plus_A_per90min,G_minus_PK_per90min,G_plus_A_minus_PK_per90min,xG_expected,npxG_expected,xA_expected,xG_per90min,xA_per90min,xG_plus_xA_per90min,npxG_per90min,npxG_plus_xA_per90min
490,Matthew Real\Matthew-Real,us USA,DFMF,Philadelphia,19,1999,3,1,68,0,1,0,0,1,0,0,1.32,1.32,0,1.32,0.1,0.1,0.2,0.19,0.29,0.48,0.19,0.48
491,Eric Remedi\Eric-Remedi,ar ARG,MF,Atlanta,23,1995,28,25,2050,0,1,0,0,6,0,0,0.04,0.04,0,0.04,0.6,0.6,1,0.02,0.05,0.07,0.02,0.07
492,Justin Rennicks\Justin-Rennicks,us USA,FW,New England,19,1999,2,1,105,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.44,0.02,0.46,0.44,0.46
493,Yordy Reyna\Yordy-Reyna,pe PER,FWMF,Vancouver,25,1993,25,22,1988,7,1,0,1,5,0,0.32,0.05,0.36,0.32,0.36,4.6,3.9,2.8,0.21,0.13,0.34,0.18,0.3
494,Bryan Reynolds\Bryan-Reynolds,us USA,FWDF,FC Dallas,17,2001,10,1,119,0,1,0,0,0,0,0,0.76,0.76,0,0.76,0.1,0.1,0.3,0.04,0.21,0.25,0.04,0.25
495,Spencer Richey\Spencer-Richey,us USA,GK,FC Cincinnati,26,1992,19,19,1710,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,Tosaint Ricketts\Tosaint-Ricketts,ca CAN,FW,Vancouver,31,1987,8,6,479,1,1,0,0,1,0,0.19,0.19,0.38,0.19,0.38,2.4,2.4,0.1,0.44,0.03,0.47,0.44,0.47
497,Nick Rimando\Nick-Rimando,us USA,GK,Real Salt Lake,39,1979,29,29,2610,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,Alexander Ring\Alexander-Ring,fi FIN,MF,NYCFC,27,1991,31,31,2790,4,4,0,0,12,0,0.13,0.13,0.26,0.13,0.26,3.2,3.2,2.4,0.11,0.08,0.19,0.11,0.19
499,Andrés Ríos\Andres-Rios,ar ARG,MFFW,San Jose,29,1989,10,1,270,1,0,0,0,1,0,0.33,0,0.33,0.33,0.33,0.6,0.6,0.7,0.2,0.23,0.43,0.2,0.43
500,Thomas Roberts\Thomas-Roberts,us USA,MFFW,FC Dallas,17,2001,6,3,237,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.03,0.13,0.16,0.03,0.16
501,Robinho\Robinho,br BRA,FW,Orlando City,24,1995,6,3,234,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.14,0.04,0.18,0.14,0.18
502,Robinho\Robinho,br BRA,FW,Columbus,24,1995,19,13,1112,0,2,0,0,0,0,0,0.16,0.16,0,0.16,2.2,2.2,1.5,0.17,0.12,0.3,0.17,0.3
503,Jalen Robinson\Jalen-Robinson,us USA,DF,D.C. United,24,1994,10,5,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01
504,Miles Robinson\Miles-Robinson,us USA,DF,Atlanta,21,1997,34,33,2979,0,0,0,0,4,0,0,0,0,0,0,1.3,1.3,0.2,0.04,0,0.04,0.04,0.04
505,Luis Robles\Luis-Robles,us USA,GK,NY Red Bulls,34,1984,33,33,2970,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,Tony Rocha\Tony-Rocha,bz BLZ,MFDF,NYCFC,25,1993,17,9,876,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.2,0.01,0.02,0.03,0.01,0.03
507,Angelo Rodríguez\Angelo-Rodriguez,co COL,FW,Minnesota,29,1989,28,21,1745,5,1,1,1,2,0,0.26,0.05,0.31,0.21,0.26,10,9.3,1.8,0.52,0.09,0.61,0.48,0.57
508,Brian Rodríguez\Brian-Rodriguez,uy URU,FW,Los Angeles FC,18,2000,7,5,384,0,0,0,0,0,0,0,0,0,0,0,1.4,1.4,0.9,0.32,0.2,0.53,0.32,0.53
509,Lucas Rodríguez\Lucas-Rodriguez,ar ARG,FWMF,D.C. United,21,1997,33,31,2699,6,3,0,0,5,0,0.2,0.1,0.3,0.2,0.3,3.4,3.4,1.3,0.11,0.04,0.16,0.11,0.16
510,Memo Rodriguez\Memo-Rodriguez,us USA,FWMF,Houston,23,1995,26,16,1387,7,2,0,0,3,0,0.45,0.13,0.58,0.45,0.58,6.2,6.2,2.2,0.41,0.15,0.55,0.41,0.55
511,Víctor Rodríguez\Victor-Rodriguez,es ESP,FWMF,Seattle,29,1989,17,14,1117,2,3,1,1,1,0,0.16,0.24,0.4,0.08,0.32,3.1,2.3,3,0.25,0.24,0.49,0.19,0.43
512,Alex Roldan\Alex-Roldan,us USA,FWMF,Seattle,22,1996,9,5,443,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.05,0.01,0.06,0.05,0.06
513,Cristian Roldan\Cristian-Roldan,us USA,MFFW,Seattle,23,1995,29,29,2537,6,3,0,0,4,1,0.21,0.11,0.32,0.21,0.32,3.6,3.6,2.9,0.13,0.1,0.23,0.13,0.23
514,David Romney\David-Romney,us USA,DF,LA Galaxy,25,1993,12,10,928,0,1,0,0,0,0,0,0.1,0.1,0,0.1,0.8,0.8,0.5,0.08,0.05,0.12,0.08,0.12
515,Eloy Room\Eloy-Room,cw CUW,GK,Columbus,29,1989,12,12,1080,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,Wayne Rooney\Wayne-Rooney,eng ENG,FW,D.C. United,33,1985,28,27,2313,11,7,4,4,5,2,0.43,0.27,0.7,0.27,0.54,11.2,8.1,6.1,0.43,0.24,0.67,0.32,0.55
517,Andy Rose\Andy-Rose,au AUS,MFDF,Vancouver,28,1990,24,20,1851,1,1,0,0,2,0,0.05,0.05,0.1,0.05,0.1,1.6,1.6,0,0.08,0,0.08,0.08,0.08
518,Oriol Rosell\Oriol-Rosell,es ESP,MF,Orlando City,26,1992,20,16,1466,0,0,0,0,6,0,0,0,0,0,0,0.6,0.6,0.3,0.03,0.02,0.05,0.03,0.05
519,Keegan Rosenberry\Keegan-Rosenberry,us USA,DF,Colorado,25,1993,34,34,3060,1,3,0,0,3,0,0.03,0.09,0.12,0.03,0.12,0.9,0.9,2.7,0.03,0.08,0.11,0.03,0.11
520,Diego Rossi\Diego-Rossi,uy URU,FW,Los Angeles FC,20,1998,34,33,2891,16,6,0,0,2,0,0.5,0.19,0.68,0.5,0.68,12.2,12.2,7.8,0.38,0.24,0.62,0.38,0.62
521,Brian Rowe\Brian-Rowe,us USA,GK,Orlando City,30,1988,32,32,2880,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0,0.01,0.01,0,0.01
522,Kelyn Rowe\Kelyn-Rowe,us USA,MF,Real Salt Lake,27,1991,4,2,181,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.04,0,0.04,0.04,0.04
523,Kelyn Rowe\Kelyn-Rowe,us USA,FWMF,Sporting KC,27,1991,14,7,693,0,1,0,0,2,0,0,0.13,0.13,0,0.13,2,2,0.4,0.26,0.05,0.31,0.26,0.31
524,Daniel Royer\Daniel-Royer,at AUT,FW,NY Red Bulls,28,1990,31,26,2314,11,6,4,5,1,0,0.43,0.23,0.66,0.27,0.51,14.1,10.3,4.7,0.55,0.18,0.73,0.4,0.58
525,Ruan\Ruan,br BRA,DF,Orlando City,23,1995,25,23,2097,0,4,0,0,1,0,0,0.17,0.17,0,0.17,0.9,0.9,4.4,0.04,0.19,0.23,0.04,0.23
526,Diego Rubio\Diego-Rubio,cl CHI,MFFW,Colorado,25,1993,26,25,2054,11,4,0,0,10,1,0.48,0.18,0.66,0.48,0.66,6.2,6.2,3.3,0.27,0.15,0.42,0.27,0.42
527,Raúl Ruidíaz\Raul-Ruidiaz,pe PER,FW,Seattle,28,1990,22,20,1793,11,2,0,0,0,0,0.55,0.1,0.65,0.55,0.65,11.7,11.7,2.6,0.59,0.13,0.72,0.59,0.72
528,Albert Rusnák\Albert-Rusnak,sk SVK,MFFW,Real Salt Lake,24,1994,29,28,2450,10,3,4,5,2,0,0.37,0.11,0.48,0.22,0.33,8.6,4.8,4.3,0.32,0.16,0.48,0.18,0.34
529,Johnny Russell\Johnny-Russell,sco SCO,FWMF,Sporting KC,28,1990,28,24,2113,9,6,0,0,1,0,0.38,0.26,0.64,0.38,0.64,6.1,6.1,7.2,0.26,0.31,0.57,0.26,0.57
530,Abdul Rwatubyaye\Abdul-Rwatubyaye,rw RWA,DF,Sporting KC,22,1996,2,1,165,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02
531,Marc Rzatkowski\Marc-Rzatkowski,de GER,MFFW,NY Red Bulls,28,1990,28,26,2315,2,3,0,0,4,0,0.08,0.12,0.19,0.08,0.19,2.2,2.2,4.8,0.09,0.19,0.27,0.09,0.27
532,Bacary Sagna\Bacary-Sagna,fr FRA,DF,Montreal,35,1983,26,25,2179,1,2,0,0,7,1,0.04,0.08,0.12,0.04,0.12,0.7,0.7,2.3,0.03,0.09,0.12,0.03,0.12
533,Kenny Saief\Kenny-Saief,us USA,FWMF,FC Cincinnati,25,1993,9,6,566,1,2,0,0,0,0,0.16,0.32,0.48,0.16,0.48,1,1,1.7,0.16,0.27,0.43,0.16,0.43
534,Michael Salazar\Michael-Salazar,bz BLZ,FWMF,Houston,26,1992,7,1,159,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.07,0.01,0.08,0.07,0.08
535,Shea Salinas\Shea-Salinas,us USA,MFDF,San Jose,32,1986,28,12,1345,6,3,0,0,3,0,0.4,0.2,0.6,0.4,0.6,4.9,4.9,3.3,0.33,0.22,0.55,0.33,0.55
536,Dániel Sallói\Daniel-Salloi,hu HUN,FWMF,Sporting KC,22,1996,28,16,1545,1,1,0,1,1,1,0.06,0.06,0.12,0.06,0.12,6.2,5.5,2,0.36,0.12,0.48,0.32,0.44
537,Ilie Sánchez\Ilie-Sanchez,es ESP,MF,Sporting KC,28,1990,32,27,2510,2,4,1,1,7,1,0.07,0.14,0.22,0.04,0.18,2.2,1.5,2.2,0.08,0.08,0.16,0.05,0.13
538,James Sands\James-Sands,us USA,DFMF,NYCFC,18,2000,19,18,1485,0,0,0,0,4,0,0,0,0,0,0,0.1,0.1,0.2,0,0.01,0.02,0,0.02
539,Lamine Sané\Lamine-Sane,sn SEN,DF,Orlando City,31,1987,26,25,2275,0,0,0,0,4,0,0,0,0,0,0,0.5,0.5,0.3,0.02,0.01,0.03,0.02,0.03
540,Harold Santiago Mosquera\Harold-Santiago-Mosquera,co COL,FWMF,FC Dallas,23,1995,23,12,1173,3,1,0,0,0,0,0.23,0.08,0.31,0.23,0.31,2.6,2.6,1.7,0.2,0.13,0.33,0.2,0.33
541,Sergio Santos Gomes\Sergio-Santos-Gomes,br BRA,FWMF,Philadelphia,24,1994,17,5,626,4,1,0,0,2,0,0.58,0.14,0.72,0.58,0.72,3.8,3.8,0.4,0.55,0.06,0.6,0.55,0.6
542,Pedro Santos\Pedro-Santos,pt POR,FWMF,Columbus,30,1988,33,30,2761,11,5,1,1,7,0,0.36,0.16,0.52,0.33,0.49,5.7,5,6,0.19,0.19,0.38,0.16,0.36
543,C.J. Sapong\CJ-Sapong,us USA,FW,Chicago,30,1988,32,29,2547,13,1,0,0,3,0,0.46,0.04,0.49,0.46,0.49,10.9,10.9,1.9,0.4,0.07,0.47,0.4,0.47
544,Sebastián Saucedo\Sebastian-Saucedo,us USA,FWMF,Real Salt Lake,22,1997,26,13,1192,2,4,0,0,6,0,0.15,0.3,0.45,0.15,0.45,1.6,1.6,1.9,0.12,0.15,0.27,0.12,0.27
545,Gastón Sauro\Gaston-Sauro,ar ARG,DF,Columbus,28,1990,15,15,1284,2,0,0,0,4,0,0.14,0,0.14,0.14,0.14,0.8,0.8,0.7,0.05,0.05,0.1,0.05,0.1
546,Jefferson Savarino\Jefferson-Savarino,ve VEN,FWMF,Real Salt Lake,22,1996,28,27,2315,8,5,0,0,1,1,0.31,0.19,0.51,0.31,0.51,5.3,5.3,3.1,0.21,0.12,0.33,0.21,0.33
547,Tate Schmitt\Tate-Schmitt,us USA,FW,Real Salt Lake,21,1997,6,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,Rasmus Schüller\Rasmus-Schuller,fi FIN,MFFW,Minnesota,27,1991,15,11,921,0,0,0,0,1,0,0,0,0,0,0,1,1,0.5,0.09,0.05,0.14,0.09,0.14
549,Bastian Schweinsteiger\Bastian-Schweinsteiger,de GER,DFMF,Chicago,34,1984,30,30,2675,1,3,0,0,10,0,0.03,0.1,0.13,0.03,0.13,1.1,1.1,1.6,0.04,0.06,0.09,0.04,0.09
550,Eddie Segura\Eddie-Segura,co COL,DF,Los Angeles FC,21,1997,34,33,2955,1,0,0,0,1,0,0.03,0,0.03,0.03,0.03,1.6,1.6,0.1,0.05,0,0.05,0.05,0.05
551,Ulises Segura\Ulises-Segura,cr CRC,FWDF,D.C. United,25,1993,33,19,1791,3,2,0,0,1,0,0.15,0.1,0.25,0.15,0.25,2.6,2.6,2.5,0.13,0.12,0.25,0.13,0.25
552,Chris Seitz\Chris-Seitz,us USA,GK,D.C. United,31,1987,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,Amar Sejdic\Amar-Sejdic,us USA,MF,Montreal,22,1996,1,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0.04
554,Dillon Serna\Dillon-Serna,us USA,DFMF,Colorado,24,1994,14,6,586,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.07,0.05,0.11,0.07,0.11
555,Brandon Servania\Brandon-Servania,us USA,MF,FC Dallas,19,1999,18,13,1119,2,1,0,0,2,0,0.16,0.08,0.24,0.16,0.24,2.2,2.2,0.6,0.18,0.05,0.23,0.18,0.23
556,Jacob Shaffelburg\Jacob-Shaffelburg,ca CAN,MFFW,Toronto FC,19,1999,10,8,668,0,1,0,0,0,0,0,0.13,0.13,0,0.13,0.8,0.8,1,0.1,0.14,0.24,0.1,0.24
557,Brek Shea\Brek-Shea,us USA,DF,Atlanta,28,1990,19,10,911,0,1,0,0,0,0,0,0.1,0.1,0,0.1,0.5,0.5,2.5,0.05,0.24,0.29,0.05,0.29
558,Andre Shinyashiki\Andre-Shinyashiki,br BRA,FWMF,Colorado,23,1995,31,18,1672,7,3,0,0,3,0,0.38,0.16,0.54,0.38,0.54,6.3,6.3,3.5,0.34,0.19,0.53,0.34,0.53
559,Harry Shipp\Harry-Shipp,us USA,FWMF,Seattle,27,1991,25,15,1382,5,1,0,0,1,0,0.33,0.07,0.39,0.33,0.39,2.6,2.6,1.1,0.17,0.07,0.24,0.17,0.24
560,Shamit Shome\Shamit-Shome,ca CAN,MF,Montreal,21,1997,27,18,1626,1,1,0,0,3,0,0.06,0.06,0.11,0.06,0.11,1.9,1.9,0.8,0.1,0.05,0.15,0.1,0.15
561,Danilo da Silva\Danilo-da-Silva,br BRA,DF,Los Angeles FC,32,1986,5,2,225,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.1,0.06,0.05,0.11,0.06,0.11
562,Luis Silva\Luis-Silva,us USA,FWMF,Seattle,30,1988,5,2,198,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,0,0.55,0.01,0.56,0.55,0.56
563,Marcelo Silva\Marcelo-Silva,uy URU,DF,Real Salt Lake,29,1989,19,14,1345,2,0,0,0,3,1,0.13,0,0.13,0.13,0.13,0.4,0.4,0.2,0.03,0.01,0.04,0.03,0.04
564,Josh Sims\Josh-Sims,eng ENG,FW,NY Red Bulls,21,1997,7,5,476,0,1,0,0,0,0,0,0.19,0.19,0,0.19,0.9,0.9,0.5,0.18,0.1,0.28,0.18,0.28
565,Seth Sinovic\Seth-Sinovic,us USA,DF,Sporting KC,32,1987,22,21,1908,0,1,0,0,4,0,0,0.05,0.05,0,0.05,0.3,0.3,0.5,0.01,0.02,0.04,0.01,0.04
566,Pablo Sisniega\Pablo-Sisniega,mx MEX,GK,Los Angeles FC,23,1995,6,6,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,Axel Sjöberg\Axel-Sjoberg,se SWE,DFFW,Colorado,27,1991,7,5,435,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0,0.06,0,0.06,0.06,0.06
568,Jørgen Skjelvik\Jorgen-Skjelvik,no NOR,DF,LA Galaxy,27,1991,20,19,1681,1,2,0,0,4,0,0.05,0.11,0.16,0.05,0.16,0.8,0.8,2.1,0.05,0.11,0.16,0.05,0.16
569,Brad Smith\Brad-Smith,au AUS,DF,Seattle,24,1994,25,22,1972,0,5,0,0,0,0,0,0.23,0.23,0,0.23,0.5,0.5,4.3,0.02,0.19,0.22,0.02,0.22
570,Graham Smith\Graham-Smith,us USA,DF,Sporting KC,23,1995,11,10,882,1,1,0,0,1,0,0.1,0.1,0.2,0.1,0.2,1.1,1.1,0.1,0.11,0.01,0.12,0.11,0.12
571,Kyle Smith\Kyle-Smith,us USA,DF,Orlando City,27,1992,23,15,1386,0,0,0,0,4,0,0,0,0,0,0,1.1,1.1,0.2,0.07,0.01,0.08,0.07,0.08
572,Tommy Smith\Tommy-Smith,nz NZL,DF,Colorado,28,1990,27,27,2413,3,2,0,0,3,1,0.11,0.07,0.19,0.11,0.19,3.2,3.2,0.4,0.12,0.02,0.14,0.12,0.14
573,Eduardo Sosa\Eduardo-Sosa,ve VEN,MFFW,Columbus,21,1997,8,4,325,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.1,0.1,0.04,0.14,0.1,0.14
574,Caleb Stanko\Caleb-Stanko,us USA,MF,FC Cincinnati,25,1993,23,16,1439,0,0,0,0,3,0,0,0,0,0,0,0.4,0.4,0.5,0.02,0.03,0.05,0.02,0.05
575,Zack Steffen\Zack-Steffen,us USA,GK,Columbus,23,1995,13,13,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,Daniel Steres\Daniel-Steres,us USA,DF,LA Galaxy,28,1990,30,30,2613,3,0,0,0,4,1,0.1,0,0.1,0.1,0.1,2.9,2.9,0.7,0.1,0.02,0.13,0.1,0.13
577,Zoltán Stieber\Zoltan-Stieber,hu HUN,FWMF,D.C. United,30,1988,9,3,305,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.05,0.05,0.1,0.05,0.1
578,Aljaž Struna\Aljaz-Struna,si SVN,DF,Houston,28,1990,29,29,2610,0,1,0,0,4,0,0,0.03,0.03,0,0.03,0.3,0.3,0.2,0.01,0.01,0.02,0.01,0.02
579,Brad Stuver\Brad-Stuver,us USA,GK,NYCFC,27,1991,5,5,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.05,0.05,0,0.05
580,Scott Sutter\Scott-Sutter,ch SUI,DF,Vancouver,32,1986,16,9,983,1,0,0,0,0,0,0.09,0,0.09,0.09,0.09,0.3,0.3,0.7,0.03,0.06,0.09,0.03,0.09
581,Gustav Svensson\Gustav-Svensson,se SWE,MF,Seattle,31,1987,22,21,1811,0,0,0,0,1,0,0,0,0,0,0,0.8,0.8,0.5,0.04,0.03,0.06,0.04,0.06
582,Ben Sweat\Ben-Sweat,us USA,DF,NYCFC,27,1991,18,13,1266,0,1,0,0,4,0,0,0.07,0.07,0,0.07,0.1,0.1,0.8,0.01,0.06,0.07,0.01,0.07
583,Ballou Tabla\Ballou-Tabla,ca CAN,MFFW,Montreal,19,1999,4,1,129,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.23,0.03,0.26,0.23,0.26
584,Saphir Taïder\Saphir-Taider,dz ALG,MFFW,Montreal,26,1992,32,31,2726,9,7,5,5,2,0,0.3,0.23,0.53,0.13,0.36,8.6,4.8,5.3,0.28,0.17,0.46,0.16,0.33
585,Ismael Tajouri-Shradi\Ismael-Tajouri-Shradi,ly LBY,FWMF,NYCFC,24,1994,19,11,935,5,3,0,0,1,0,0.48,0.29,0.77,0.48,0.77,1.2,1.2,1.9,0.12,0.18,0.29,0.12,0.29
586,Amro Tarek\Amro-Tarek,eg EGY,DF,NY Red Bulls,26,1992,20,19,1471,1,1,0,0,6,1,0.06,0.06,0.12,0.06,0.12,0.9,0.9,1.2,0.06,0.07,0.13,0.06,0.13
587,Russell Teibert\Russell-Teibert,ca CAN,MF,Vancouver,26,1992,27,26,2194,0,3,0,0,1,0,0,0.12,0.12,0,0.12,0.4,0.4,1.6,0.02,0.07,0.08,0.02,0.08
588,Ryan Telfer\Ryan-Telfer,tt TRI,DF,Toronto FC,24,1994,1,0,4,0,1,0,0,0,0,0,22.5,22.5,0,22.5,0,0,0.6,0,13.52,13.52,0,13.52
589,Tommy Thompson\Tommy-Thompson,us USA,DF,San Jose,23,1995,30,28,2285,2,1,0,0,7,1,0.08,0.04,0.12,0.08,0.12,0.5,0.5,1.5,0.02,0.06,0.08,0.02,0.08
590,Anton Tinnerholm\Anton-Tinnerholm,se SWE,DF,NYCFC,27,1991,30,30,2631,1,7,0,0,4,0,0.03,0.24,0.27,0.03,0.27,3.2,3.2,3.1,0.11,0.11,0.22,0.11,0.22
591,Donny Toia\Donny-Toia,us USA,DF,Real Salt Lake,26,1992,24,24,2140,1,1,0,0,3,0,0.04,0.04,0.08,0.04,0.08,0.7,0.7,1.3,0.03,0.05,0.08,0.03,0.08
592,Nouhou Tolo\Nouhou-Tolo,cm CMR,DF,Seattle,21,1997,22,9,793,0,0,0,0,5,0,0,0,0,0,0,0.3,0.3,0.2,0.03,0.02,0.05,0.03,0.05
593,Román Torres\Roman-Torres,pa PAN,DF,Seattle,32,1986,17,12,1132,1,0,0,0,2,0,0.08,0,0.08,0.08,0.08,1.8,1.8,0.1,0.14,0.01,0.15,0.14,0.15
594,Mason Toye\Mason-Toye,us USA,FW,Minnesota,20,1998,17,9,823,6,2,0,0,2,1,0.66,0.22,0.87,0.66,0.87,4,4,1.3,0.44,0.14,0.58,0.44,0.58
595,Diedie Traoré\Diedie-Traore,fr FRA,DF,LA Galaxy,20,1999,4,3,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.04,0.04,0,0.04
596,Wil Trapp\Wil-Trapp,us USA,MF,Columbus,26,1993,28,26,2330,0,3,0,0,5,0,0,0.12,0.12,0,0.12,0.1,0.1,1.5,0,0.06,0.06,0,0.06
597,Auston Trusty\Auston-Trusty,us USA,DF,Philadelphia,20,1998,22,22,1965,1,0,0,0,5,1,0.05,0,0.05,0.05,0.05,1,1,0.4,0.04,0.02,0.06,0.04,0.06
598,Bill Tuiloma\Bill-Tuiloma,nz NZL,DF,Portland,23,1995,25,21,1920,1,0,0,0,1,0,0.05,0,0.05,0.05,0.05,1.5,1.5,0.1,0.07,0,0.07,0.07,0.07
599,Matt Turner\Matt-Turner,us USA,GK,New England,24,1994,20,20,1765,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
600,Ema Twumasi\Ema-Twumasi,gh GHA,DFMF,FC Dallas,21,1997,2,0,29,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.41,0,0.41,0.41,0.41
601,Przemysław Tytoń\Przemyslaw-Tyton,pl POL,GK,FC Cincinnati,32,1987,15,15,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,Victor Ulloa\Victor-Ulloa,us USA,MF,FC Cincinnati,26,1992,26,22,1944,1,1,0,0,4,0,0.05,0.05,0.09,0.05,0.09,0.3,0.3,1.7,0.01,0.08,0.09,0.01,0.09
603,Maximiliano Urruti\Maximiliano-Urruti,ar ARG,FW,Montreal,27,1991,31,27,2433,4,6,1,1,5,1,0.15,0.22,0.37,0.11,0.33,4.6,3.8,2.7,0.17,0.1,0.27,0.14,0.24
604,Zarek Valentin\Zarek-Valentin,us USA,DF,Portland,27,1991,21,17,1625,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,0.5,0,0.03,0.03,0,0.03
605,Diego Valeri\Diego-Valeri,ar ARG,MFFW,Portland,32,1986,31,29,2595,8,8,2,4,4,0,0.28,0.28,0.55,0.21,0.49,8.4,5.2,8.3,0.29,0.29,0.58,0.18,0.47
606,Florian Valot\Florian-Valot,fr FRA,MFFW,NY Red Bulls,25,1993,2,2,124,0,1,0,0,0,0,0,0.73,0.73,0,0.73,0,0,0.3,0,0.25,0.25,0,0.25
607,Peter-Lee Vassell\Peter-Lee-Vassell,jm JAM,MF,Los Angeles FC,20,1998,6,2,181,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.6,0.2,0.29,0.49,0.2,0.49
608,Brandon Vazquez\Brandon-Vazquez,us USA,FW,Atlanta,20,1998,11,7,638,2,1,1,1,1,0,0.28,0.14,0.42,0.14,0.28,3,2.3,1.1,0.43,0.16,0.59,0.32,0.48
609,Carlos Vela\Carlos-Vela,mx MEX,FW,Los Angeles FC,29,1989,31,31,2723,34,10,9,11,1,0,1.12,0.33,1.45,0.83,1.16,25.2,16.8,11.4,0.83,0.38,1.21,0.55,0.93
610,Lucas Venuto\Lucas-Venuto,br BRA,FW,Vancouver,24,1995,22,12,1136,3,1,0,0,3,0,0.24,0.08,0.32,0.24,0.32,2,2,1.9,0.16,0.15,0.31,0.16,0.31
611,Matías Vera\Matias-Vera,ar ARG,MF,Houston,23,1995,30,30,2634,0,1,0,0,10,1,0,0.03,0.03,0,0.03,1,1,0.6,0.03,0.02,0.05,0.03,0.05
612,Jorge Villafaña\Jorge-Villafana,us USA,DF,Portland,29,1989,23,22,1943,0,4,0,0,0,0,0,0.19,0.19,0,0.19,0.4,0.4,2.2,0.02,0.1,0.12,0.02,0.12
613,Héctor Villalba\Hector-Villalba,py PAR,FWMF,Atlanta,24,1994,20,10,940,1,3,0,0,0,0,0.1,0.29,0.38,0.1,0.38,3.3,3.3,2.3,0.32,0.22,0.53,0.32,0.53
614,Sam Vines\Sam-Vines,us USA,DF,Colorado,19,1999,26,23,2151,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.4,0.01,0.02,0.02,0.01,0.02
615,Kai Wagner\Kai-Wagner,de GER,DF,Philadelphia,21,1997,30,30,2689,0,6,0,0,6,1,0,0.2,0.2,0,0.2,0.3,0.3,3.4,0.01,0.11,0.12,0.01,0.12
616,Rodney Wallace\Rodney-Wallace,cr CRC,DF,Sporting KC,30,1988,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,Akeem Ward\Akeem-Ward,us USA,DF,D.C. United,23,1996,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,Kendall Waston\Kendall-Waston,cr CRC,DF,FC Cincinnati,31,1988,25,24,2175,1,0,0,0,10,1,0.04,0,0.04,0.04,0.04,1.3,1.3,0.1,0.05,0.01,0.06,0.05,0.06
619,Quentin Westberg\Quentin-Westberg,us USA,GK,Toronto FC,32,1986,28,28,2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,Brian White\Brian-White,us USA,FW,NY Red Bulls,22,1996,19,17,1336,8,1,0,0,1,0,0.54,0.07,0.61,0.54,0.61,6.4,6.4,1.1,0.43,0.07,0.51,0.43,0.51
621,JJ Williams\JJ-Williams,us USA,FW,Columbus,21,1998,7,3,327,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.2,0.03,0.23,0.2,0.23
