Rk,Player,Nation,Pos,Squad,Age,Born,MP_playingtime,Starts_playingtime,Min_playingtime,Gls_performance,Ast_performance,PK_performance,PKatt_performance,CrdY_performance,CrdR_performance,Gls_per90min,Ast_per90min,G_plus_A_per90min,G_minus_PK_per90min,G_plus_A_minus_PK_per90min,xG_expected,npxG_expected,xA_expected,xG_per90min,xA_per90min,xG_plus_xA_per90min,npxG_per90min,npxG_plus_xA_per90min
622,Josh Williams\Josh-Williams,us USA,DF,Columbus,30,1988,16,15,1278,2,0,0,0,2,0,0.14,0,0.14,0.14,0.14,0.6,0.6,0.1,0.04,0,0.05,0.04,0.05
623,Romario Williams\Romario-Williams,jm JAM,FWMF,Columbus,24,1994,7,1,127,1,0,0,0,0,0,0.71,0,0.71,0.71,0.71,0.6,0.6,0.4,0.43,0.29,0.72,0.43,0.72
624,Romario Williams\Romario-Williams,jm JAM,FWDF,Atlanta,24,1994,2,0,39,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.19,0.45,0.64,0.19,0.64
625,Eryk Williamson\Eryk-Williamson,us USA,MFFW,Portland,21,1997,7,3,234,0,0,0,0,1,0,0,0,0,0,0,0.6,0.6,0,0.25,0,0.25,0.25,0.25
626,Joe Willis\Joe-Willis,us USA,GK,Houston,30,1988,27,27,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.01,0.01,0,0.01
627,Danny Wilson\Danny-Wilson,sco SCO,MFDF,Colorado,27,1991,20,15,1328,2,1,0,0,4,0,0.14,0.07,0.2,0.14,0.2,2.1,2.1,0.3,0.14,0.02,0.16,0.14,0.16
628,Henry Wingo\Henry-Wingo,us USA,FW,Seattle,23,1995,6,2,202,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.04,0.2,0.25,0.04,0.25
629,Chris Wondolowski\Chris-Wondolowski,us USA,FW,San Jose,36,1983,32,24,1977,15,2,0,0,3,1,0.68,0.09,0.77,0.68,0.77,14,14,1.9,0.64,0.09,0.72,0.64,0.72
630,Andrew Wooten\Andrew-Wooten,us USA,FW,Philadelphia,29,1989,7,4,352,0,0,0,0,0,0,0,0,0,0,0,1.3,1.3,0.2,0.33,0.05,0.39,0.33,0.39
631,Brian Wright\Brian-Wright,ca CAN,FWMF,New England,23,1995,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,Bradley Wright-Phillips\Bradley-Wright-Phillips,eng ENG,FW,NY Red Bulls,33,1985,24,9,1110,2,1,0,0,3,0,0.16,0.08,0.24,0.16,0.24,3.7,3.7,1.7,0.3,0.14,0.44,0.3,0.44
633,Deklan Wynne\Deklan-Wynne,nz NZL,DF,Colorado,23,1995,11,11,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.01,0.01,0,0.01
634,Griffin Yow\Griffin-Yow,us USA,FW,D.C. United,16,2002,2,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,Jackson Yueill\Jackson-Yueill,us USA,MF,San Jose,21,1997,32,29,2669,3,4,0,0,2,0,0.1,0.13,0.24,0.1,0.24,2.2,2.2,3.3,0.08,0.11,0.19,0.08,0.19
636,Wilfried Zahibo\Wilfried-Zahibo,cf CTA,MF,New England,25,1993,24,18,1505,1,1,0,0,8,1,0.06,0.06,0.12,0.06,0.12,1.2,1.2,0.5,0.07,0.03,0.1,0.07,0.1
637,Renzo Zambrano\Renzo-Zambrano,ve VEN,MF,Portland,24,1994,10,9,783,0,0,0,0,4,1,0,0,0,0,0,0.4,0.4,0.3,0.04,0.03,0.08,0.04,0.08
638,Gyasi Zardes\Gyasi-Zardes,us USA,FW,Columbus,27,1991,28,28,2473,13,2,3,3,0,0,0.47,0.07,0.55,0.36,0.44,13.9,11.6,2,0.51,0.07,0.58,0.42,0.5
639,Eriq Zavaleta\Eriq-Zavaleta,us USA,DF,Toronto FC,26,1992,16,11,1017,0,0,0,0,3,1,0,0,0,0,0,0.2,0.2,0.1,0.02,0.01,0.03,0.02,0.03
640,Gedion Zelalem\Gedion-Zelalem,us USA,MF,Sporting KC,22,1997,9,5,435,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.1,0.05,0.02,0.07,0.05,0.07
641,Rodolfo Zelaya\Rodolfo-Zelaya,sv SLV,FW,Los Angeles FC,30,1988,4,1,120,1,0,0,0,0,0,0.75,0,0.75,0.75,0.75,1,1,0.1,0.72,0.06,0.78,0.72,0.78
642,Adrian Zendejas\Adrian-Zendejas,mx MEX,GK,Sporting KC,23,1995,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,Reto Ziegler\Reto-Ziegler,ch SUI,DF,FC Dallas,33,1986,32,32,2880,5,0,4,5,6,0,0.16,0,0.16,0.03,0.03,5.3,1.5,0.4,0.17,0.01,0.18,0.05,0.06
644,Walker Zimmerman\Walker-Zimmerman,us USA,DF,Los Angeles FC,25,1993,25,25,2165,1,0,0,0,8,1,0.04,0,0.04,0.04,0.04,1.1,1.1,0.4,0.05,0.02,0.06,0.05,0.06
645,Ethan Zubak\Ethan-Zubak,us USA,MFFW,LA Galaxy,20,1998,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.1,1.44,0.29,1.72,1.44,1.72
646,Graham Zusi\Graham-Zusi,us USA,DF,Sporting KC,32,1986,27,26,2351,0,1,0,0,5,0,0,0.04,0.04,0,0.04,1.3,1.3,3.9,0.05,0.15,0.2,0.05,0.2
