Rk,Player,Nation,Pos,Squad,Age,Born,MP_playingtime,Starts_playingtime,Min_playingtime,Gls_performance,Ast_performance,PK_performance,PKatt_performance,CrdY_performance,CrdR_performance,Gls_per90min,Ast_per90min,G_plus_A_per90min,G_minus_PK_per90min,G_plus_A_minus_PK_per90min
12,Agus\Agus,es ESP,DF,Houston,30,1985,8,8,671,0,0,0,0,0,0,0,0,0,0,0
13,Fraser Aird\Fraser-Aird,ca CAN,DFMF,Vancouver,20,1995,18,16,1454,0,0,0,0,4,2,0,0,0,0,0
14,José Aja\Jose-Aja,uy URU,DF,Orlando City,22,1993,10,9,830,0,0,0,0,3,0,0,0,0,0,0
15,Tesho Akindele\Tesho-Akindele,ca CAN,FWMF,FC Dallas,23,1992,31,15,1519,6,4,2,2,2,0,0.36,0.24,0.59,0.24,0.47
16,Fatai Alashe\Fatai-Alashe,us USA,MF,San Jose,22,1993,28,27,2330,3,1,0,0,8,0,0.12,0.04,0.15,0.12,0.15
17,Roland Alberg\Roland-Alberg,nl NED,MF,Philadelphia,25,1990,28,13,1158,9,1,4,4,2,2,0.7,0.08,0.78,0.39,0.47
18,Alex\Alex,br BRA,MF,Houston,27,1988,30,29,2472,5,2,0,0,8,1,0.18,0.07,0.25,0.18,0.25
19,Eric Alexander\Eric-Alexander,us USA,MF,Montreal,27,1988,12,12,1046,0,1,0,0,0,0,0,0.09,0.09,0,0.09
20,Eric Alexander\Eric-Alexander,us USA,MF,Houston,27,1988,10,3,331,0,0,0,0,1,0,0,0,0,0,0
21,Tony Alfaro\Tony-Alfaro,us USA,DF,Seattle,22,1993,6,1,289,0,0,0,0,0,0,0,0,0,0,0
22,Brandon Allen\Brandon-Allen,us USA,FW,NY Red Bulls,22,1993,1,0,8,0,0,0,0,0,0,0,0,0,0,0
23,Jordan Allen\Jordan-Allen,us USA,FWMF,Real Salt Lake,20,1995,23,11,1107,3,1,0,0,1,0,0.24,0.08,0.33,0.24,0.33
24,Osvaldo Alonso\Osvaldo-Alonso,cu CUB,MF,Seattle,30,1985,32,32,2825,3,3,0,0,7,1,0.1,0.1,0.19,0.1,0.19
25,Kevin Alston\Kevin-Alston,us USA,DF,Orlando City,27,1988,24,21,1992,0,0,0,0,3,0,0,0,0,0,0
26,Jozy Altidore\Jozy-Altidore,us USA,FW,Toronto FC,26,1989,23,16,1488,10,4,0,1,4,0,0.6,0.24,0.85,0.6,0.85
27,Ever Alvarado\Ever-Alvarado,hn HON,DF,Sporting KC,24,1992,1,0,30,0,0,0,0,0,0,0,0,0,0,0
28,Arturo Alvarez\Arturo-Alvarez,sv SLV,MFFW,Chicago,30,1985,30,24,1915,5,9,0,0,2,0,0.23,0.42,0.66,0.23,0.66
29,Quincy Amarikwa\Quincy-Amarikwa,us USA,FW,San Jose,28,1987,23,22,1687,3,2,0,0,0,0,0.16,0.11,0.27,0.16,0.27
30,Mikey Ambrose\Mikey-Ambrose,us USA,DF,Orlando City,22,1993,5,4,405,0,0,0,0,1,0,0,0,0,0,0
31,Oalex Anderson\Oalex-Anderson,vc VIN,FW,Seattle,20,1995,15,2,422,0,0,0,0,0,0,0,0,0,0,0
32,Nuno André Coelho\Nuno-Andre-Coelho,pt POR,DFMF,Sporting KC,30,1986,22,20,1617,1,1,0,0,2,0,0.06,0.06,0.11,0.06,0.11
33,Vytas Andriuškevičius\Vytas-Andriuskevicius,lt LTU,DF,Portland,25,1990,11,10,916,1,0,0,0,2,0,0.1,0,0.1,0.1,0.1
34,Jalil Anibaba\Jalil-Anibaba,us USA,DF,Houston,27,1988,30,28,2616,0,1,0,0,4,0,0,0.03,0.03,0,0.03
35,Emmanuel Appiah\Emmanuel-Appiah,us USA,MF,Sporting KC,22,1993,1,1,90,0,0,0,0,0,0,0,0,0,0,0
36,Yair Arboleda\Yair-Arboleda,co COL,MF,Houston,19,1996,1,1,61,0,0,0,0,0,0,0,0,0,0,0
37,Gbenga Arokoyo\Gbenga-Arokoyo,ng NGA,DF,Portland,23,1992,1,0,24,0,0,0,0,0,0,0,0,0,0,0
38,David Arshakyan\David-Arshakyan,am ARM,FW,Chicago,21,1994,9,3,326,0,0,0,0,0,0,0,0,0,0,0
39,Corey Ashe\Corey-Ashe,us USA,DF,Columbus,29,1986,18,14,1208,0,1,0,0,1,0,0,0.07,0.07,0,0.07
40,Dairon Asprilla\Dairon-Asprilla,co COL,FWMF,Portland,23,1992,9,6,489,1,0,1,1,1,1,0.18,0,0.18,0,0
41,Jeff Attinella\Jeff-Attinella,us USA,GK,Real Salt Lake,27,1988,4,4,360,0,0,0,0,0,0,0,0,0,0,0
42,Eric Ayuk\Eric-Ayuk,cm CMR,MF,Philadelphia,18,1997,1,1,90,0,0,0,0,0,0,0,0,0,0,0
43,Micheal Azira\Micheal-Azira,ug UGA,MF,Colorado,28,1987,31,28,2503,0,1,0,0,9,2,0,0.04,0.04,0,0.04
44,Gideon Baah\Gideon-Baah,gh GHA,DF,NY Red Bulls,24,1991,9,6,468,2,0,0,0,0,0,0.38,0,0.38,0.38,0.38
45,Molham Babouli\Molham-Babouli,ca CAN,FW,Toronto FC,22,1993,16,6,654,0,0,0,0,1,0,0,0,0,0,0
46,Dominique Badji\Dominique-Badji,sn SEN,MFFW,Colorado,23,1992,27,17,1576,6,2,0,0,5,0,0.34,0.11,0.46,0.34,0.46
47,Pedro Báez\Pedro-Baez,py PAR,FW,Real Salt Lake,19,1997,1,0,6,0,0,0,0,0,0,0,0,0,0,0
48,Mehdi Ballouchy\Mehdi-Ballouchy,ma MAR,FW,NYCFC,32,1983,4,1,148,0,0,0,0,0,0,0,0,0,0,0
49,Júlio Baptista\Julio-Baptista,br BRA,MFFW,Orlando City,34,1981,23,5,741,6,3,0,1,1,0,0.73,0.36,1.09,0.73,1.09
50,Jack Barmby\Jack-Barmby,eng ENG,MFDF,Portland,21,1994,19,2,395,1,0,0,0,1,0,0.23,0,0.23,0.23,0.23
51,Darrius Barnes\Darrius-Barnes,us USA,DFMF,New England,29,1986,4,4,344,0,0,0,0,0,0,0,0,0,0,0
52,Giles Barnes\Giles-Barnes,jm JAM,FWMF,Vancouver,27,1988,10,8,704,2,2,0,0,1,0,0.26,0.26,0.51,0.26,0.51
53,Giles Barnes\Giles-Barnes,jm JAM,MFFW,Houston,27,1988,14,13,1100,4,2,0,0,0,0,0.33,0.16,0.49,0.33,0.49
54,Tranquillo Barnetta\Tranquillo-Barnetta,ch SUI,MF,Philadelphia,30,1985,29,25,2309,5,4,0,0,8,0,0.19,0.16,0.35,0.19,0.35
55,Chad Barrett\Chad-Barrett,us USA,FW,San Jose,30,1985,20,3,577,2,1,0,0,1,0,0.31,0.16,0.47,0.31,0.47
56,Michael Barrios\Michael-Barrios,co COL,MFFW,FC Dallas,24,1991,32,30,2435,9,2,0,0,3,0,0.33,0.07,0.41,0.33,0.41
57,Hadji Barry\Hadji-Barry,gn GUI,MF,Orlando City,23,1992,8,4,294,0,0,0,0,0,0,0,0,0,0,0
58,Chad Barson\Chad-Barson,us USA,DF,Columbus,24,1991,7,3,329,0,0,0,0,0,0,0,0,0,0,0
59,DaMarcus Beasley\DaMarcus-Beasley,us USA,DF,Houston,33,1982,24,24,1973,1,0,0,0,1,0,0.05,0,0.05,0.05,0.05
60,Kyle Beckerman\Kyle-Beckerman,us USA,MF,Real Salt Lake,33,1982,27,27,2366,0,1,0,0,8,1,0,0.04,0.04,0,0.04
61,Alejandro Bedoya\Alejandro-Bedoya,us USA,MF,Philadelphia,28,1987,10,10,842,1,0,0,0,3,0,0.11,0,0.11,0.11,0.11
62,Steven Beitashour\Steven-Beitashour,ir IRN,DFMF,Toronto FC,28,1987,29,29,2558,0,1,0,0,5,0,0,0.04,0.04,0,0.04
63,Kyle Bekker\Kyle-Bekker,ca CAN,MF,Montreal,25,1990,18,13,1138,1,0,0,0,3,0,0.08,0,0.08,0.08,0.08
64,Tony Beltran\Tony-Beltran,us USA,DF,Real Salt Lake,28,1987,29,27,2467,0,2,0,0,9,0,0,0.07,0.07,0,0.07
65,Joe Bendik\Joe-Bendik,us USA,GK,Orlando City,26,1989,34,34,3060,0,0,0,0,2,0,0,0,0,0,0
66,Hernán Bernardello\Hernan-Bernardello,ar ARG,MF,Montreal,29,1986,12,11,991,1,0,0,0,5,0,0.09,0,0.09,0.09,0.09
67,Víctor Bernárdez\Victor-Bernardez,hn HON,DF,San Jose,33,1982,33,33,2832,1,0,0,0,5,0,0.03,0,0.03,0.03,0.03
68,Patrice Bernier\Patrice-Bernier,ca CAN,MF,Montreal,36,1979,20,13,1182,0,1,0,0,4,0,0,0.08,0.08,0,0.08
69,Matt Besler\Matt-Besler,us USA,DF,Sporting KC,28,1987,18,17,1545,1,0,0,0,4,0,0.06,0,0.06,0.06,0.06
70,Justin Bilyeu\Justin-Bilyeu,us USA,DF,NY Red Bulls,21,1994,3,1,119,0,0,0,0,0,0,0,0,0,0,0
71,David Bingham\David-Bingham,us USA,GK,San Jose,26,1989,34,33,3016,0,0,0,0,2,0,0,0,0,0,0
72,Steve Birnbaum\Steve-Birnbaum,us USA,DF,D.C. United,25,1991,26,26,2340,3,2,0,0,5,0,0.12,0.08,0.19,0.12,0.19
73,Andre Blake\Andre-Blake,jm JAM,GK,Philadelphia,25,1990,32,32,2880,0,0,0,0,0,0,0,0,0,0,0
74,Mark Bloom\Mark-Bloom,us USA,MFDF,Toronto FC,28,1987,7,5,338,0,2,0,0,1,0,0,0.53,0.53,0,0.53
75,Emmanuel Boateng\Emmanuel-Boateng,gh GHA,MF,LA Galaxy,22,1994,26,17,1545,2,5,0,0,1,0,0.12,0.29,0.41,0.12,0.41
76,Luke Boden\Luke-Boden,eng ENG,DF,Orlando City,27,1988,20,19,1611,0,2,0,0,2,0,0,0.11,0.11,0,0.11
77,Christian Bolaños\Christian-Bolanos,cr CRC,MF,Vancouver,31,1984,27,23,2114,5,8,0,1,2,0,0.21,0.34,0.55,0.21,0.55
78,Colin Bonner\Colin-Bonner,us USA,FW,FC Dallas,21,1994,1,1,26,0,0,0,0,0,0,0,0,0,0,0
79,Alex Bono\Alex-Bono,us USA,GK,Toronto FC,21,1994,16,15,1371,0,0,0,0,0,0,0,0,0,0,0
80,Nat Borchers\Nat-Borchers,us USA,DF,Portland,34,1981,21,21,1810,1,1,0,0,2,0,0.05,0.05,0.1,0.05,0.1
81,Bobby Boswell\Bobby-Boswell,us USA,DF,D.C. United,32,1983,30,29,2633,2,1,0,0,3,0,0.07,0.03,0.1,0.07,0.1
82,Michael Bradley\Michael-Bradley,us USA,MF,Toronto FC,28,1987,24,24,2160,1,4,0,0,5,0,0.04,0.17,0.21,0.04,0.21
83,Federico Bravo\Federico-Bravo,ar ARG,MF,NYCFC,22,1993,21,11,1105,0,0,0,0,8,1,0,0,0,0,0
84,Neco Brett\Neco-Brett,jm JAM,FW,Portland,23,1992,1,0,1,0,0,0,0,0,0,0,0,0,0,0
85,Frédéric Brillant\Frederic-Brillant,fr FRA,DF,NYCFC,30,1985,31,31,2790,1,0,0,0,4,0,0.03,0,0.03,0.03,0.03
86,Keyner Brown\Keyner-Brown,cr CRC,DF,Houston,24,1991,4,3,285,0,0,0,0,0,0,0,0,0,0,0
87,Will Bruin\Will-Bruin,us USA,FW,Houston,26,1989,31,18,1554,4,2,0,0,1,0,0.23,0.12,0.35,0.23,0.35
88,Teal Bunbury\Teal-Bunbury,us USA,MFFW,New England,25,1990,27,19,1658,2,2,0,0,5,0,0.11,0.11,0.22,0.11,0.22
89,Marc Burch\Marc-Burch,us USA,DF,Colorado,31,1984,28,27,2443,0,3,0,0,9,0,0,0.11,0.11,0,0.11
90,Bobby Burling\Bobby-Burling,us USA,DF,Colorado,31,1984,16,16,1414,1,0,0,0,4,0,0.06,0,0.06,0.06,0.06
91,Julian Büscher\Julian-Buscher,de GER,MF,D.C. United,22,1993,20,3,600,1,4,0,0,3,0,0.15,0.6,0.75,0.15,0.75
92,Evan Bush\Evan-Bush,us USA,GK,Montreal,29,1986,33,33,2931,0,0,0,0,3,1,0,0,0,0,0
93,Marco Bustos\Marco-Bustos,ca CAN,MF,Vancouver,19,1996,3,1,65,0,0,0,0,0,0,0,0,0,0,0
94,Víctor Cabrera\Victor-Cabrera,ar ARG,DF,Montreal,22,1993,23,21,1926,0,0,0,0,6,0,0,0,0,0,0
95,Scott Caldwell\Scott-Caldwell,us USA,MF,New England,24,1991,32,31,2611,0,2,0,0,6,0,0,0.07,0.07,0,0.07
96,Joey Calistri\Joey-Calistri,us USA,FW,Chicago,22,1993,14,2,357,1,0,0,0,0,0,0.25,0,0.25,0.25,0.25
97,Caleb Calvert\Caleb-Calvert,us USA,FW,Colorado,19,1996,8,1,171,0,0,0,0,1,0,0,0,0,0,0
98,Hassoun Camara\Hassoun-Camara,sn SEN,DF,Montreal,31,1984,27,26,2246,2,2,0,0,6,0,0.08,0.08,0.16,0.08,0.16
99,Jonathan Campbell\Jonathan-Campbell,us USA,DF,Chicago,22,1993,33,30,2824,1,1,0,0,1,0,0.03,0.03,0.06,0.03,0.06
100,Servando Carrasco\Servando-Carrasco,us USA,MF,Orlando City,27,1988,31,21,2005,0,1,0,0,5,0,0,0.04,0.04,0,0.04
101,Brian Carroll\Brian-Carroll,us USA,MF,Philadelphia,34,1981,26,23,2093,1,0,0,0,6,0,0.04,0,0.04,0.04,0.04
102,Conor Casey\Conor-Casey,us USA,FW,Columbus,34,1981,4,0,111,0,0,0,0,0,1,0,0,0,0,0
103,Dennis Castillo\Dennis-Castillo,cr CRC,DF,Colorado,22,1993,4,1,125,0,1,0,0,1,0,0,0.72,0.72,0,0.72
104,Fabián Castillo\Fabian-Castillo,co COL,MFFW,FC Dallas,23,1992,22,20,1744,5,5,0,0,1,0,0.26,0.26,0.52,0.26,0.52
105,Cordell Cato\Cordell-Cato,tt TRI,DFMF,San Jose,23,1992,21,15,1393,0,2,0,0,0,0,0,0.13,0.13,0,0.13
106,Darwin Cerén\Darwin-Ceren,sv SLV,MF,San Jose,26,1989,12,9,893,0,0,0,0,3,0,0,0,0,0,0
107,Darwin Cerén\Darwin-Ceren,sv SLV,MF,Orlando City,26,1989,16,14,1220,0,2,0,0,1,1,0,0.15,0.15,0,0.15
108,Maxime Chanot\Maxime-Chanot,lu LUX,DF,NYCFC,26,1989,6,5,495,0,0,0,0,2,0,0,0,0,0,0
109,Jay Chapman\Jay-Chapman,ca CAN,MF,Toronto FC,22,1994,18,9,784,0,2,0,0,1,0,0,0.23,0.23,0,0.23
110,Diego Chará\Diego-Chara,co COL,MF,Portland,29,1986,30,30,2599,0,1,0,0,9,1,0,0.03,0.03,0,0.03
111,Benoît Cheyrou\Benoit-Cheyrou,fr FRA,MFDF,Toronto FC,34,1981,14,9,803,0,2,0,0,2,2,0,0.22,0.22,0,0.22
112,David Choinière\David-Choiniere,ca CAN,FW,Montreal,18,1997,1,1,75,0,0,0,0,0,0,0,0,0,0,0
113,Laurent Ciman\Laurent-Ciman,be BEL,DF,Montreal,30,1985,28,28,2483,0,0,0,0,3,0,0,0,0,0,0
114,Ricardo Clark\Ricardo-Clark,us USA,MF,Houston,32,1983,32,29,2548,4,2,0,0,4,0,0.14,0.07,0.21,0.14,0.21
115,Steve Clark\Steve-Clark,us USA,GK,Columbus,29,1986,32,32,2880,0,0,0,0,1,0,0,0,0,0,0
116,Răzvan Cociș\Razvan-Cocis,ro ROU,MF,Chicago,32,1983,30,19,1907,5,2,0,0,4,0,0.24,0.09,0.33,0.24,0.33
117,Ashley Cole\Ashley-Cole,eng ENG,DF,LA Galaxy,35,1980,26,25,2228,1,0,0,0,4,3,0.04,0,0.04,0.04,0.04
118,Aurélien Collin\Aurelien-Collin,fr FRA,DF,Orlando City,29,1986,2,1,135,0,0,0,0,0,0,0,0,0,0,0
119,Aurélien Collin\Aurelien-Collin,fr FRA,DF,NY Red Bulls,29,1986,23,21,1933,0,2,0,0,7,1,0,0.09,0.09,0,0.09
120,Kip Colvey\Kip-Colvey,nz NZL,DF,San Jose,21,1994,4,3,315,0,0,0,0,0,0,0,0,0,0,0
121,Anderson Conceição\Anderson-Conceicao,br BRA,DF,Philadelphia,26,1989,1,1,90,0,0,0,0,0,0,0,0,0,0,0
122,Armando Cooper\Armando-Cooper,pa PAN,MF,Toronto FC,28,1987,6,4,390,0,2,0,0,0,0,0,0.46,0.46,0,0.46
123,Coy Craft\Coy-Craft,us USA,FWMF,FC Dallas,18,1997,2,0,19,0,0,0,0,0,0,0,0,0,0,0
124,Warren Creavalle\Warren-Creavalle,us USA,MF,Philadelphia,25,1990,27,21,1808,0,1,0,0,5,1,0,0.05,0.05,0,0.05
125,Sam Cronin\Sam-Cronin,us USA,MF,Colorado,29,1986,33,33,2920,1,1,0,0,6,0,0.03,0.03,0.06,0.03,0.06
126,Cody Cropper\Cody-Cropper,us USA,GK,New England,22,1993,1,1,90,0,0,0,0,0,0,0,0,0,0,0
127,Omer Damari\Omer-Damari,il ISR,FW,NY Red Bulls,26,1989,4,0,83,0,0,0,0,0,0,0,0,0,0,0
128,Aubrey David\Aubrey-David,tt TRI,DF,FC Dallas,25,1990,5,4,364,0,0,0,0,1,0,0,0,0,0,0
129,Alphonso Davies\Alphonso-Davies,ca CAN,MF,Vancouver,15,2000,8,2,305,0,0,0,0,0,0,0,0,0,0,0
130,Charlie Davies\Charlie-Davies,us USA,FW,New England,29,1986,9,3,294,1,0,0,0,0,0,0.31,0,0.31,0.31,0.31
131,Charlie Davies\Charlie-Davies,us USA,FW,Philadelphia,29,1986,8,0,89,0,1,0,0,0,0,0,1.01,1.01,0,1.01
132,Brad Davis\Brad-Davis,us USA,FW,Sporting KC,34,1981,24,14,1302,2,1,0,0,0,0,0.14,0.07,0.21,0.14,0.21
133,Sean Davis\Sean-Davis,us USA,MF,NY Red Bulls,22,1993,21,11,1116,2,2,0,0,1,0,0.16,0.16,0.32,0.16,0.32
134,Simon Dawkins\Simon-Dawkins,jm JAM,MFFW,San Jose,28,1987,29,28,2397,5,0,0,0,3,1,0.19,0,0.19,0.19,0.19
135,A.J. DeLaGarza\AJ-DeLaGarza,gu GUM,DF,LA Galaxy,28,1987,24,23,2064,0,0,0,0,5,0,0,0,0,0,0
136,Nick DeLeon\Nick-DeLeon,us USA,MFDF,D.C. United,25,1990,32,27,2510,1,0,0,0,5,0,0.04,0,0.04,0.04,0.04
137,Marky Delgado\Marky-Delgado,us USA,MF,Toronto FC,20,1995,28,23,1990,2,2,0,0,5,0,0.09,0.09,0.18,0.09,0.18
138,Clint Dempsey\Clint-Dempsey,us USA,MFFW,Seattle,32,1983,17,17,1427,8,1,2,2,1,1,0.5,0.06,0.57,0.38,0.44
139,Tyler Deric\Tyler-Deric,us USA,GK,Houston,27,1988,10,10,772,0,0,0,0,0,2,0,0,0,0,0
140,Amadou Dia\Amadou-Dia,us USA,DF,Montreal,22,1993,1,1,90,0,0,0,0,0,0,0,0,0,0,0
141,Amadou Dia\Amadou-Dia,us USA,DF,Sporting KC,22,1993,10,9,816,0,0,0,0,1,0,0,0,0,0,0
142,Mauro Díaz\Mauro-Diaz,ar ARG,MF,FC Dallas,24,1991,27,24,2143,5,10,3,3,3,0,0.21,0.42,0.63,0.08,0.5
143,Clément Diop\Clement-Diop,sn SEN,GK,LA Galaxy,22,1993,2,2,180,0,0,0,0,0,0,0,0,0,0,0
144,Mix Diskerud\Mix-Diskerud,us USA,MF,NYCFC,25,1990,12,9,812,1,2,0,0,1,0,0.11,0.22,0.33,0.11,0.33
145,Marco Donadel\Marco-Donadel,it ITA,MF,Montreal,32,1983,21,18,1513,0,4,0,0,4,0,0,0.24,0.24,0,0.24
146,Landon Donovan\Landon-Donovan,us USA,MF,LA Galaxy,33,1982,6,2,235,1,0,0,0,1,0,0.38,0,0.38,0.38,0.38
147,Giovani dos Santos\Giovani-dos-Santos,mx MEX,MFFW,LA Galaxy,26,1989,28,27,2346,14,5,1,1,3,0,0.54,0.19,0.73,0.5,0.69
148,Conor Doyle\Conor-Doyle,ie IRL,FW,Colorado,24,1991,3,0,26,0,0,0,0,2,0,0,0,0,0,0
149,Kevin Doyle\Kevin-Doyle,ie IRL,FWMF,Colorado,32,1983,26,24,2259,6,2,1,1,5,0,0.24,0.08,0.32,0.2,0.28
150,Didier Drogba\Didier-Drogba,ci CIV,FW,Montreal,37,1978,22,18,1650,10,3,2,3,5,1,0.55,0.16,0.71,0.44,0.6
151,Dilly Duka\Dilly-Duka,us USA,MF,Columbus,26,1989,15,5,621,1,1,0,0,0,0,0.14,0.14,0.29,0.14,0.29
152,Chris Duvall\Chris-Duvall,us USA,DF,NY Red Bulls,24,1991,25,20,1893,0,1,0,0,3,1,0,0.05,0.05,0,0.05
153,Dom Dwyer\Dom-Dwyer,us USA,FW,Sporting KC,25,1990,33,31,2822,16,2,0,0,8,0,0.51,0.06,0.57,0.51,0.57
154,Andrew Dykstra\Andrew-Dykstra,us USA,GK,D.C. United,30,1986,1,1,90,0,0,0,0,0,0,0,0,0,0,0
155,David Edgar\David-Edgar,ca CAN,DF,Vancouver,28,1987,8,8,720,0,0,0,0,2,0,0,0,0,0,0
156,Raheem Edwards\Raheem-Edwards,ca CAN,MF,Toronto FC,20,1995,1,0,3,0,0,0,0,0,0,0,0,0,0,0
157,Kevin Ellis\Kevin-Ellis,us USA,DF,Sporting KC,24,1991,14,10,954,1,1,0,0,1,0,0.09,0.09,0.19,0.09,0.19
158,Innocent Emeghara\Innocent-Emeghara,ch SUI,FW,San Jose,26,1989,6,1,118,0,0,0,0,0,0,0,0,0,0,0
159,Tsubasa Endoh\Tsubasa-Endoh,jp JPN,MFFW,Toronto FC,22,1993,21,15,1382,2,0,0,0,0,0,0.13,0,0.13,0.13,0.13
160,José Escalante\Jose-Escalante,hn HON,MF,Houston,20,1995,3,1,110,0,0,0,0,0,0,0,0,0,0,0
161,Fabián Espíndola\Fabian-Espindola,ar ARG,FWMF,D.C. United,30,1985,15,10,927,4,1,0,1,2,0,0.39,0.1,0.49,0.39,0.49
162,Roger Espinoza\Roger-Espinoza,hn HON,MF,Sporting KC,29,1986,30,30,2678,1,5,0,0,10,2,0.03,0.17,0.2,0.03,0.2
163,Juan Esteban Ortiz\Juan-Esteban-Ortiz,co COL,MF,FC Dallas,28,1987,5,2,172,0,0,0,0,2,0,0,0,0,0,0
164,Derrick Etienne\Derrick-Etienne,ht HAI,FWMF,NY Red Bulls,19,1996,1,0,5,0,0,0,0,0,0,0,0,0,0,0
165,Brad Evans\Brad-Evans,us USA,DF,Seattle,30,1985,23,21,1931,1,1,1,1,0,2,0.05,0.05,0.09,0,0.05
166,Fabinho\Fabinho,br BRA,DF,Philadelphia,30,1985,29,29,2514,0,6,0,0,6,0,0,0.21,0.21,0,0.21
167,Diego Fagúndez\Diego-Fagundez,uy URU,MFFW,New England,20,1995,34,24,2236,6,5,0,0,4,0,0.24,0.2,0.44,0.24,0.44
168,Michael Farfan\Michael-Farfan,us USA,MF,Seattle,27,1988,1,0,27,0,0,0,0,0,0,0,0,0,0,0
169,Andrew Farrell\Andrew-Farrell,us USA,DF,New England,23,1992,33,32,2892,0,0,0,0,1,0,0,0,0,0,0
170,Benny Feilhaber\Benny-Feilhaber,us USA,MF,Sporting KC,31,1985,30,28,2558,7,5,5,5,3,0,0.25,0.18,0.42,0.07,0.25
171,Felipe\Felipe,br BRA,MF,NY Red Bulls,25,1990,33,33,2895,5,7,0,0,6,1,0.16,0.22,0.37,0.16,0.37
172,Leo Fernandes\Leo-Fernandes,br BRA,MF,Philadelphia,24,1991,12,2,264,0,1,0,0,1,0,0,0.34,0.34,0,0.34
173,Álvaro Fernández\Alvaro-Fernandez,uy URU,MF,Seattle,30,1985,10,8,526,1,1,0,0,0,0,0.17,0.17,0.34,0.17,0.34
174,Collin Fernandez\Collin-Fernandez,us USA,MF,Chicago,18,1997,2,0,10,0,0,0,0,0,0,0,0,0,0,0
175,Maynor Figueroa\Maynor-Figueroa,hn HON,DF,FC Dallas,32,1983,28,28,2434,0,1,0,0,7,1,0,0.04,0.04,0,0.04
176,Ethan Finlay\Ethan-Finlay,us USA,MF,Columbus,25,1990,34,27,2460,6,6,1,1,2,0,0.22,0.22,0.44,0.18,0.4
177,Kyle Fisher\Kyle-Fisher,us USA,DF,Montreal,21,1994,2,2,180,0,0,0,0,1,0,0,0,0,0,0
178,Oniel Fisher\Oniel-Fisher,jm JAM,DF,Seattle,24,1991,6,2,243,0,1,0,0,1,1,0,0.37,0.37,0,0.37
179,Deybi Flores\Deybi-Flores,hn HON,MF,Vancouver,19,1996,1,1,45,0,0,0,0,0,0,0,0,0,0,0
180,Shaun Francis\Shaun-Francis,jm JAM,DF,San Jose,29,1986,18,17,1523,0,0,0,0,4,0,0,0,0,0,0
181,Waylon Francis\Waylon-Francis,cr CRC,DF,Columbus,25,1990,19,13,1237,0,3,0,0,2,0,0,0.22,0.22,0,0.22
182,Sean Franklin\Sean-Franklin,us USA,DF,D.C. United,30,1985,29,29,2493,1,1,0,0,5,0,0.04,0.04,0.07,0.04,0.07
183,Stefan Frei\Stefan-Frei,ch SUI,GK,Seattle,29,1986,33,33,2970,0,0,0,0,0,0,0,0,0,0,0
184,Erik Friberg\Erik-Friberg,se SWE,MF,Seattle,29,1986,25,18,1583,0,1,0,0,4,0,0,0.06,0.06,0,0.06
185,Kianz Froese\Kianz-Froese,ca CAN,MF,Vancouver,19,1996,5,1,151,0,0,0,0,1,0,0,0,0,0,0
186,Ray Gaddis\Ray-Gaddis,us USA,DF,Philadelphia,26,1990,7,5,515,0,0,0,0,4,0,0,0,0,0,0
187,Boniek García\Boniek-Garcia,hn HON,MF,Houston,31,1984,31,24,2250,0,9,0,0,4,0,0,0.36,0.36,0,0.36
