Rk,Player,Nation,Pos,Squad,Age,Born,MP_playingtime,Starts_playingtime,Min_playingtime,Gls_performance,Ast_performance,PK_performance,PKatt_performance,CrdY_performance,CrdR_performance,Gls_per90min,Ast_per90min,G_plus_A_per90min,G_minus_PK_per90min,G_plus_A_minus_PK_per90min
188,Matías García\Matias-Garcia,ar ARG,MF,San Jose,33,1983,14,9,750,0,1,0,0,2,0,0,0.12,0.12,0,0.12
189,Matías García\Matias-Garcia,ar ARG,MF,Orlando City,33,1983,13,10,881,0,0,0,0,1,0,0,0,0,0,0
190,Olmes García\Olmes-Garcia,co COL,FW,Real Salt Lake,23,1992,24,9,976,1,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18
191,Rafael Garcia\Rafael-Garcia,us USA,MF,LA Galaxy,27,1988,6,2,272,0,0,0,0,1,0,0,0,0,0,0
192,Shkëlzen Gashi\Shkelzen-Gashi,al ALB,MF,Colorado,27,1988,26,25,2111,9,4,1,2,4,0,0.38,0.17,0.55,0.34,0.51
193,Eric Gehrig\Eric-Gehrig,us USA,DFMF,Chicago,28,1987,5,3,260,0,0,0,0,0,0,0,0,0,0,0
194,Steven Gerrard\Steven-Gerrard,eng ENG,MF,LA Galaxy,35,1980,21,18,1486,3,9,0,1,1,0,0.18,0.55,0.73,0.18,0.73
195,Getterson\Getterson,br BRA,MFFW,FC Dallas,24,1991,4,2,153,0,0,0,0,0,0,0,0,0,0,0
196,Gilberto\Gilberto,br BRA,FW,Chicago,26,1989,9,8,642,0,2,0,0,0,0,0,0.28,0.28,0,0.28
197,Sebastian Giovinco\Sebastian-Giovinco,it ITA,FW,Toronto FC,29,1987,28,28,2415,17,14,4,4,3,0,0.63,0.52,1.16,0.48,1.01
198,Justen Glad\Justen-Glad,us USA,DF,Real Salt Lake,18,1997,28,27,2424,2,1,0,0,4,0,0.07,0.04,0.11,0.07,0.11
199,Jake Gleeson\Jake-Gleeson,nz NZL,GK,Portland,25,1990,28,28,2479,0,0,0,0,1,0,0,0,0,0,0
200,Aníbal Godoy\Anibal-Godoy,pa PAN,MF,San Jose,25,1990,23,23,1938,1,2,0,0,7,3,0.05,0.09,0.14,0.05,0.14
201,Henok Goitom\Henok-Goitom,er ERI,FW,San Jose,31,1984,8,3,419,0,1,0,0,1,0,0,0.21,0.21,0,0.21
202,Hérculez Gómez\Herculez-Gomez,us USA,FWMF,Seattle,33,1982,21,9,844,0,0,0,0,1,0,0,0,0,0,0
203,José Gonçalves\Jose-Goncalves,pt POR,DF,New England,30,1985,28,28,2519,0,0,0,0,3,0,0,0,0,0,0
204,Jesse Gonzalez\Jesse-Gonzalez,mx MEX,GK,FC Dallas,20,1995,6,6,540,0,0,0,0,0,0,0,0,0,0,0
205,Clarence Goodson\Clarence-Goodson,us USA,DF,San Jose,33,1982,2,2,180,0,0,0,0,0,0,0,0,0,0,0
206,John Goossens\John-Goossens,nl NED,MFFW,Chicago,27,1988,24,15,1286,3,4,0,0,0,0,0.21,0.28,0.49,0.21,0.49
207,Alan Gordon\Alan-Gordon,us USA,FW,LA Galaxy,34,1981,22,7,718,3,3,0,0,2,0,0.38,0.38,0.75,0.38,0.75
208,Ned Grabavoy\Ned-Grabavoy,us USA,MF,Portland,32,1983,22,5,647,0,0,0,0,3,0,0,0,0,0,0
209,Joseph Greenspan\Joseph-Greenspan,us USA,DF,Colorado,23,1992,1,0,1,0,0,0,0,0,0,0,0,0,0,0
210,Mike Grella\Mike-Grella,us USA,MF,NY Red Bulls,29,1987,32,28,2401,7,5,0,0,7,0,0.26,0.19,0.45,0.26,0.45
211,Carlos Gruezo\Carlos-Gruezo,ec ECU,MF,FC Dallas,20,1995,27,26,2232,0,2,0,0,9,0,0,0.08,0.08,0,0.08
212,Aaron Guillen\Aaron-Guillen,us USA,DF,FC Dallas,22,1993,2,1,107,0,0,0,0,0,0,0,0,0,0,0
213,Nick Hagglund\Nick-Hagglund,us USA,DF,Toronto FC,23,1992,16,8,854,0,1,0,0,0,0,0,0.11,0.11,0,0.11
214,Marlon Hairston\Marlon-Hairston,us USA,MFDF,Colorado,21,1994,21,14,1270,3,5,0,0,2,0,0.21,0.35,0.57,0.21,0.57
215,Connor Hallisey\Connor-Hallisey,us USA,FW,Sporting KC,22,1993,17,12,1072,0,1,0,0,0,0,0,0.08,0.08,0,0.08
216,Bill Hamid\Bill-Hamid,us USA,GK,D.C. United,25,1990,20,20,1800,0,0,0,0,0,0,0,0,0,0,0
217,Jordan Hamilton\Jordan-Hamilton,ca CAN,FW,Toronto FC,19,1996,14,11,908,3,1,0,0,0,0,0.3,0.1,0.4,0.3,0.4
218,Michael Harrington\Michael-Harrington,us USA,DFMF,Chicago,30,1986,19,16,1289,0,1,0,0,0,1,0,0.07,0.07,0,0.07
219,Atiba Harris\Atiba-Harris,kn SKN,DF,FC Dallas,31,1985,28,22,1973,1,2,0,0,6,0,0.05,0.09,0.14,0.05,0.14
220,Jack Harrison\Jack-Harrison,eng ENG,FW,NYCFC,19,1996,21,17,1571,4,6,0,0,0,0,0.23,0.34,0.57,0.23,0.57
221,Jordan Harvey\Jordan-Harvey,us USA,DF,Vancouver,32,1984,28,28,2520,2,0,0,0,2,0,0.07,0,0.07,0.07,0.07
222,Harrison Heath\Harrison-Heath,us USA,MF,Orlando City,19,1996,3,3,222,0,0,0,0,1,0,0,0,0,0,0
223,Matt Hedges\Matt-Hedges,us USA,DF,FC Dallas,25,1990,26,26,2333,1,0,0,0,5,0,0.04,0,0.04,0.04,0.04
224,Fabian Herbers\Fabian-Herbers,de GER,MFFW,Philadelphia,22,1993,32,13,1294,3,6,0,0,3,0,0.21,0.42,0.63,0.21,0.63
225,Zachary Herivaux\Zachary-Herivaux,ht HAI,MF,New England,19,1996,5,0,41,0,0,0,0,0,0,0,0,0,0,0
226,Jason Hernandez\Jason-Hernandez,pr PUR,DF,NYCFC,32,1983,31,26,2293,0,0,0,0,2,2,0,0,0,0,0
227,Federico Higuaín\Federico-Higuain,ar ARG,MF,Columbus,31,1984,20,18,1602,4,2,1,1,0,0,0.22,0.11,0.34,0.17,0.28
228,Cristian Higuita\Cristian-Higuita,co COL,MF,Orlando City,22,1994,21,16,1516,1,1,0,0,9,1,0.06,0.06,0.12,0.06,0.12
229,Seb Hines\Seb-Hines,eng ENG,DF,Orlando City,27,1988,26,23,2105,3,0,0,0,7,0,0.13,0,0.13,0.13,0.13
230,Femi Hollinger-Janzen\Femi-Hollinger-Janzen,bj BEN,FW,New England,22,1993,19,1,289,2,1,0,0,0,0,0.62,0.31,0.93,0.62,0.93
231,Ryan Hollingshead\Ryan-Hollingshead,us USA,DFMF,FC Dallas,24,1991,29,22,2025,2,0,0,0,3,0,0.09,0,0.09,0.09,0.09
232,Omar Holness\Omar-Holness,jm JAM,MF,Real Salt Lake,21,1994,9,3,282,0,0,0,0,1,0,0,0,0,0,0
233,David Horst\David-Horst,us USA,DF,Houston,30,1985,26,24,2212,3,0,0,0,4,0,0.12,0,0.12,0.12,0.12
234,Tim Howard\Tim-Howard,us USA,GK,Colorado,36,1979,17,17,1530,0,0,0,0,1,0,0,0,0,0,0
235,Erik Hurtado\Erik-Hurtado,us USA,FW,Vancouver,25,1990,24,12,1237,2,1,0,0,2,0,0.15,0.07,0.22,0.15,0.22
236,Baggio Husidić\Baggio-Husidic,ba BIH,MF,LA Galaxy,28,1987,29,16,1563,2,2,0,0,2,0,0.12,0.12,0.23,0.12,0.23
237,Kennedy Igboananike\Kennedy-Igboananike,ng NGA,FWMF,Chicago,26,1989,18,18,1512,4,1,0,0,2,0,0.24,0.06,0.3,0.24,0.3
238,Kennedy Igboananike\Kennedy-Igboananike,ng NGA,MFFW,D.C. United,26,1989,7,2,240,1,0,0,0,1,0,0.37,0,0.37,0.37,0.37
239,Ilsinho\Ilsinho,br BRA,MF,Philadelphia,30,1985,25,14,1285,2,2,1,2,2,1,0.14,0.14,0.28,0.07,0.21
240,Andrés Imperiale\Andres-Imperiale,ar ARG,DF,San Jose,29,1986,11,10,867,0,0,0,0,2,0,0,0,0,0,0
241,Andoni Iraola\Andoni-Iraola,es ESP,MFDF,NYCFC,33,1982,29,25,2180,0,1,0,0,3,0,0,0.04,0.04,0,0.04
242,Clint Irwin\Clint-Irwin,us USA,GK,Toronto FC,26,1989,19,19,1689,0,0,0,0,1,0,0,0,0,0,0
243,Andreas Ivanschitz\Andreas-Ivanschitz,at AUT,MFFW,Seattle,32,1983,28,25,1895,3,7,0,0,5,0,0.14,0.33,0.47,0.14,0.47
244,R. J. Allen\R-J-Allen,us USA,DF,NYCFC,25,1990,24,19,1749,1,6,0,0,6,0,0.05,0.31,0.36,0.05,0.36
245,Anthony Jackson-Hamel\Anthony-Jackson-Hamel,ca CAN,FW,Montreal,22,1993,7,1,176,1,0,0,0,0,0,0.51,0,0.51,0.51,0.51
246,Andrew Jacobson\Andrew-Jacobson,us USA,MFDF,Vancouver,30,1985,26,18,1755,2,0,0,0,4,0,0.1,0,0.1,0.1,0.1
247,Adam Jahn\Adam-Jahn,us USA,FW,Columbus,25,1991,12,4,466,5,0,0,0,0,0,0.97,0,0.97,0.97,0.97
248,Adam Jahn\Adam-Jahn,us USA,FW,San Jose,25,1991,10,0,105,1,0,0,0,0,0,0.86,0,0.86,0.86,0.86
249,Bradford Jamieson IV\Bradford-Jamieson-IV,us USA,FWMF,LA Galaxy,19,1996,3,0,41,0,0,0,0,0,0,0,0,0,0,0
250,Agustin Jara\Agustin-Jara,ar ARG,DF,FC Dallas,23,1992,3,0,15,0,0,0,0,0,0,0,0,0,0,0
251,Jared Jeffrey\Jared-Jeffrey,us USA,MF,D.C. United,25,1990,21,14,1317,2,0,0,0,5,0,0.14,0,0.14,0.14,0.14
252,Jack Jewsbury\Jack-Jewsbury,us USA,MF,Portland,34,1981,23,17,1504,1,2,0,0,4,0,0.06,0.12,0.18,0.06,0.18
253,Hector Jiménez\Hector-Jimenez,us USA,DFMF,Columbus,27,1988,25,14,1243,0,1,0,0,0,0,0,0.07,0.07,0,0.07
254,Eirik Johansen\Eirik-Johansen,no NOR,GK,NYCFC,23,1992,1,1,90,0,0,0,0,0,0,0,0,0,0,0
255,Sean Johnson\Sean-Johnson,us USA,GK,Chicago,26,1989,22,22,1980,0,0,0,0,0,0,0,0,0,0,0
256,Will Johnson\Will-Johnson,ca CAN,MF,Toronto FC,29,1987,23,19,1661,2,3,0,1,4,0,0.11,0.16,0.27,0.11,0.27
257,Darwin Jones\Darwin-Jones,us USA,FWMF,Seattle,23,1992,2,0,24,0,0,0,0,0,0,0,0,0,0,0
258,Jermaine Jones\Jermaine-Jones,us USA,MF,Colorado,34,1981,9,8,723,3,1,0,0,4,0,0.37,0.12,0.5,0.37,0.5
259,Joevin Jones\Joevin-Jones,tt TRI,DF,Seattle,24,1991,33,29,2545,2,3,0,0,6,0,0.07,0.11,0.18,0.07,0.18
260,Matt Jones\Matt-Jones,eng ENG,GK,Philadelphia,29,1986,1,1,90,0,0,0,0,0,0,0,0,0,0,0
261,Marcel de Jong\Marcel-de-Jong,ca CAN,DF,Vancouver,29,1986,7,5,468,0,0,0,0,1,0,0,0,0,0,0
262,Nigel de Jong\Nigel-de-Jong,nl NED,MF,LA Galaxy,31,1984,18,18,1557,0,0,0,0,3,1,0,0,0,0,0
263,Pa-Modou Kah\Pa-Modou-Kah,no NOR,DF,Vancouver,35,1980,5,4,396,0,0,0,0,3,0,0,0,0,0,0
264,Kaká\Kaka,br BRA,MF,Orlando City,33,1982,24,23,1951,9,11,4,5,2,0,0.42,0.51,0.92,0.23,0.74
265,Alhaji Kamara\Alhaji-Kamara,sl SLE,FW,D.C. United,21,1994,8,2,177,1,0,0,0,0,0,0.51,0,0.51,0.51,0.51
266,Kei Kamara\Kei-Kamara,sl SLE,FW,Columbus,31,1984,9,9,789,5,0,1,1,0,0,0.57,0,0.57,0.46,0.46
267,Kei Kamara\Kei-Kamara,sl SLE,FW,New England,31,1984,21,21,1867,7,2,0,0,5,0,0.34,0.1,0.43,0.34,0.43
268,Ola Kamara\Ola-Kamara,no NOR,FW,Columbus,26,1989,25,20,1863,16,2,2,3,0,0,0.77,0.1,0.87,0.68,0.77
269,Alec Kann\Alec-Kann,us USA,GK,Sporting KC,25,1990,7,7,630,0,0,0,0,0,0,0,0,0,0,0
270,Johan Kappelhof\Johan-Kappelhof,nl NED,DF,Chicago,25,1990,33,31,2790,0,0,0,0,3,0,0,0,0,0,0
271,Phanuel Kavita\Phanuel-Kavita,us USA,DF,Real Salt Lake,22,1993,1,1,90,0,0,0,0,0,0,0,0,0,0,0
272,Robbie Keane\Robbie-Keane,ie IRL,FW,LA Galaxy,35,1980,17,16,1425,10,1,3,4,1,0,0.63,0.06,0.69,0.44,0.51
273,Taylor Kemp\Taylor-Kemp,us USA,DF,D.C. United,25,1990,31,30,2745,1,4,0,0,2,0,0.03,0.13,0.16,0.03,0.16
274,Dan Kennedy\Dan-Kennedy,us USA,GK,LA Galaxy,33,1982,3,2,115,0,0,0,0,1,0,0,0,0,0,0
275,Sacha Kljestan\Sacha-Kljestan,us USA,MF,NY Red Bulls,30,1985,32,30,2615,6,16,1,1,3,0,0.21,0.55,0.76,0.17,0.72
276,Chris Klute\Chris-Klute,us USA,DF,Portland,25,1990,8,8,707,0,0,0,0,1,0,0,0,0,0,0
277,Brad Knighton\Brad-Knighton,us USA,GK,New England,30,1985,13,13,1153,0,0,0,0,2,1,0,0,0,0,0
278,Daigo Kobayashi\Daigo-Kobayashi,jp JPN,MFDF,New England,32,1983,27,6,714,1,0,0,0,0,0,0.13,0,0.13,0.13,0.13
279,Gershon Koffie\Gershon-Koffie,gh GHA,MFDF,New England,24,1991,22,19,1540,0,3,0,0,8,1,0,0.18,0.18,0,0.18
280,Aaron Kovar\Aaron-Kovar,us USA,FWMF,Seattle,22,1993,16,10,806,1,0,0,0,1,0,0.11,0,0.11,0.11,0.11
281,Eric Kronberg\Eric-Kronberg,us USA,GK,Montreal,32,1983,2,1,129,0,0,0,0,0,0,0,0,0,0,0
282,Masato Kudo\Masato-Kudo,jp JPN,FW,Vancouver,25,1990,17,12,888,2,1,0,0,0,0,0.2,0.1,0.3,0.2,0.3
283,Matías Laba\Matias-Laba,ar ARG,MF,Vancouver,24,1991,32,32,2723,0,0,0,0,5,1,0,0,0,0,0
284,Nick LaBrocca\Nick-LaBrocca,us USA,MF,Chicago,31,1984,12,5,520,0,1,0,0,3,0,0,0.17,0.17,0,0.17
285,Connor Lade\Connor-Lade,us USA,DF,NY Red Bulls,26,1989,18,15,1382,1,1,0,0,4,0,0.07,0.07,0.13,0.07,0.13
286,Frank Lampard\Frank-Lampard,eng ENG,MF,NYCFC,37,1978,19,15,1277,12,2,1,1,3,0,0.85,0.14,0.99,0.78,0.92
287,Matt Lampson\Matt-Lampson,us USA,GK,Chicago,26,1989,11,11,990,0,0,0,0,0,0,0,0,0,0,0
288,Jeff Larentowicz\Jeff-Larentowicz,us USA,MF,LA Galaxy,32,1983,23,17,1502,1,0,0,0,4,0,0.06,0,0.06,0.06,0.06
289,Cyle Larin\Cyle-Larin,ca CAN,FW,Orlando City,20,1995,32,29,2448,14,3,0,0,0,0,0.51,0.11,0.62,0.51,0.62
290,Adam Larsen Kwarasey\Adam-Larsen-Kwarasey,gh GHA,GK,Portland,28,1987,7,6,581,0,0,0,0,0,0,0,0,0,0,0
291,Emil Larsen\Emil-Larsen,dk DEN,MF,Columbus,24,1991,3,0,34,0,0,0,0,0,0,0,0,0,0,0
292,Ariel Lassiter\Ariel-Lassiter,cr CRC,FW,LA Galaxy,21,1994,3,2,131,0,0,0,0,0,0,0,0,0,0,0
293,Kemar Lawrence\Kemar-Lawrence,jm JAM,DF,NY Red Bulls,23,1992,21,21,1799,0,0,0,0,3,0,0,0,0,0,0
294,Sébastien Le Toux\Sebastien-Le-Toux,fr FRA,MF,Colorado,32,1984,11,8,650,1,2,0,0,1,0,0.14,0.28,0.42,0.14,0.42
295,Sébastien Le Toux\Sebastien-Le-Toux,fr FRA,MF,Philadelphia,32,1984,21,13,1208,2,3,0,1,2,0,0.15,0.22,0.37,0.15,0.37
296,Michael de Leeuw\Michael-de-Leeuw,nl NED,FWMF,Chicago,29,1986,18,17,1459,7,2,0,0,2,0,0.43,0.12,0.56,0.43,0.56
297,Wandrille Lefèvre\Wandrille-Lefevre,ca CAN,DF,Montreal,26,1989,13,12,1113,0,0,0,0,1,0,0,0,0,0,0
298,Leonardo\Leonardo,br BRA,DF,LA Galaxy,27,1988,4,4,360,0,0,0,0,0,0,0,0,0,0,0
299,Carlos Lizarazo\Carlos-Lizarazo,co COL,MF,FC Dallas,24,1991,8,2,166,0,0,0,0,0,0,0,0,0,0,0
300,Sebastian Lletget\Sebastian-Lletget,us USA,MF,LA Galaxy,23,1992,31,23,2053,1,4,0,0,1,0,0.04,0.18,0.22,0.04,0.22
301,Nicolás Lodeiro\Nicolas-Lodeiro,uy URU,MF,Seattle,26,1989,13,13,1170,4,6,0,0,4,0,0.31,0.46,0.77,0.31,0.77
302,Mikey Lopez\Mikey-Lopez,us USA,MF,NYCFC,22,1993,15,6,680,0,1,0,0,6,0,0,0.13,0.13,0,0.13
303,Rob Lovejoy\Rob-Lovejoy,us USA,FW,Houston,24,1991,2,0,16,0,0,0,0,0,0,0,0,0,0,0
304,Daniel Lovitz\Daniel-Lovitz,us USA,FWMF,Toronto FC,24,1991,12,5,408,0,0,0,0,1,0,0,0,0,0,0
305,Zach Loyd\Zach-Loyd,us USA,DF,FC Dallas,28,1987,12,10,921,0,0,0,0,1,0,0,0,0,0,0
306,Cedrick Mabwati\Cedrick-Mabwati,cd COD,MF,Columbus,23,1992,17,6,598,1,0,0,0,0,0,0.15,0,0.15,0.15,0.15
307,Zac MacMath\Zac-MacMath,us USA,GK,Colorado,24,1991,19,19,1530,0,0,0,0,3,0,0,0,0,0,0
308,Mike Magee\Mike-Magee,us USA,MFFW,LA Galaxy,31,1984,30,16,1469,6,2,0,0,1,0,0.37,0.12,0.49,0.37,0.49
309,Cristian Maidana\Cristian-Maidana,ar ARG,MF,Houston,29,1987,30,21,1688,3,3,0,0,1,0,0.16,0.16,0.32,0.16,0.32
310,Calum Mallace\Calum-Mallace,sco SCO,MF,Montreal,26,1990,18,10,866,0,0,0,0,3,1,0,0,0,0,0
311,Matteo Mancosu\Matteo-Mancosu,it ITA,FW,Montreal,31,1984,15,7,776,3,4,0,0,1,0,0.35,0.46,0.81,0.35,0.81
312,Kekuta Manneh\Kekuta-Manneh,us USA,MF,Vancouver,21,1994,17,13,1135,5,2,0,0,1,0,0.4,0.16,0.56,0.4,0.56
313,Mauro Manotas\Mauro-Manotas,co COL,FW,Houston,20,1995,22,10,1060,6,1,1,1,0,0,0.51,0.08,0.59,0.42,0.51
314,Abdoulie Mansally\Abdoulie-Mansally,gm GAM,DF,Houston,27,1989,9,5,570,0,0,0,0,1,1,0,0,0,0,0
315,Juan Manuel Martínez\Juan-Manuel-Martinez,ar ARG,FW,Real Salt Lake,30,1985,32,29,2512,7,2,0,0,1,0,0.25,0.07,0.32,0.25,0.32
316,Justin Mapp\Justin-Mapp,us USA,MF,Sporting KC,31,1984,6,0,48,0,0,0,0,0,0,0,0,0,0,0
317,Richie Marquez\Richie-Marquez,us USA,DF,Philadelphia,23,1992,33,33,2970,2,0,0,0,4,0,0.06,0,0.06,0.06,0.06
318,Chad Marshall\Chad-Marshall,us USA,DF,Seattle,31,1984,30,30,2632,4,0,0,0,2,0,0.14,0,0.14,0.14,0.14
319,Collin Martin\Collin-Martin,us USA,MF,D.C. United,21,1994,2,1,91,0,0,0,0,0,0,0,0,0,0,0
320,Cristian Martínez\Cristian-Martinez,pa PAN,MF,Columbus,18,1997,5,2,198,1,0,0,0,1,0,0.45,0,0.45,0.45,0.45
321,Diego Martínez\Diego-Martinez,ar ARG,DF,NYCFC,24,1992,4,2,263,0,0,0,0,1,0,0,0,0,0,0
322,Rónald Matarrita\Ronald-Matarrita,cr CRC,DF,NYCFC,21,1994,25,23,1987,1,2,0,0,3,0,0.05,0.09,0.14,0.05,0.14
323,David Mateos\David-Mateos,es ESP,DF,Orlando City,28,1987,21,20,1759,0,0,0,0,8,1,0,0,0,0,0
324,Darren Mattocks\Darren-Mattocks,jm JAM,MFFW,Portland,25,1990,19,12,936,1,2,0,0,0,0,0.1,0.19,0.29,0.1,0.29
325,Aaron Maund\Aaron-Maund,tt TRI,DF,Real Salt Lake,25,1990,20,20,1745,0,0,0,0,4,0,0,0,0,0,0
326,Jack McBean\Jack-McBean,us USA,FW,LA Galaxy,21,1994,2,1,100,0,0,0,0,0,0,0,0,0,0,0
327,John McCarthy\John-McCarthy,us USA,GK,Philadelphia,23,1992,1,1,90,0,0,0,0,0,0,0,0,0,0,0
328,Dax McCarty\Dax-McCarty,us USA,MF,NY Red Bulls,28,1987,27,26,2264,3,4,0,0,3,0,0.12,0.16,0.28,0.12,0.28
329,Jack McInerney\Jack-McInerney,us USA,FWMF,Portland,23,1992,24,8,912,5,0,0,0,1,0,0.49,0,0.49,0.49,0.49
330,Patrick McLain\Patrick-McLain,us USA,GK,Chicago,27,1988,1,1,90,0,0,0,0,0,0,0,0,0,0,0
331,Thomas McNamara\Thomas-McNamara,us USA,FWMF,NYCFC,24,1991,30,28,2211,5,9,0,0,5,0,0.2,0.37,0.57,0.2,0.57
332,Tyrone Mears\Tyrone-Mears,jm JAM,DF,Seattle,32,1983,32,32,2835,0,1,0,0,3,0,0,0.03,0.03,0,0.03
333,Jimmy Medranda\Jimmy-Medranda,co COL,DFFW,Sporting KC,21,1994,28,22,1937,1,1,0,0,7,2,0.05,0.05,0.09,0.05,0.09
334,João Meira\Joao-Meira,pt POR,DFMF,Chicago,28,1987,28,26,2282,0,1,0,0,6,0,0,0.04,0.04,0,0.04
335,Lucas Melano\Lucas-Melano,ar ARG,MFFW,Portland,22,1993,31,27,2259,3,5,0,0,1,0,0.12,0.2,0.32,0.12,0.32
336,Tim Melia\Tim-Melia,us USA,GK,Sporting KC,29,1986,27,27,2430,0,0,0,0,3,0,0,0,0,0,0
337,Jefferson Mena\Jefferson-Mena,co COL,DF,NYCFC,26,1989,16,16,1304,1,0,0,0,1,0,0.07,0,0.07,0.07,0.07
338,Raúl Mendiola\Raul-Mendiola,us USA,MF,LA Galaxy,21,1994,6,5,371,0,0,0,0,1,0,0,0,0,0,0
339,Stiven Mendoza\Stiven-Mendoza,co COL,FW,NYCFC,23,1992,24,10,1146,5,1,0,0,1,0,0.39,0.08,0.47,0.39,0.47
340,Justin Meram\Justin-Meram,iq IRQ,MF,Columbus,27,1988,33,31,2591,5,10,1,1,3,0,0.17,0.35,0.52,0.14,0.49
341,Nicolás Mezquida\Nicolas-Mezquida,uy URU,MFFW,Vancouver,24,1992,28,17,1392,4,1,0,0,1,0,0.26,0.06,0.32,0.26,0.32
342,Eric Miller\Eric-Miller,us USA,DF,Colorado,23,1993,26,23,2118,0,0,0,0,3,1,0,0,0,0,0
343,Tyler Miller\Tyler-Miller,us USA,GK,Seattle,22,1993,1,1,90,0,0,0,0,0,0,0,0,0,0,0
344,Leonel Miranda\Leonel-Miranda,ar ARG,MF,Houston,22,1994,12,3,492,1,1,0,0,0,0,0.18,0.18,0.37,0.18,0.37
345,Luke Mishu\Luke-Mishu,us USA,DF,D.C. United,24,1991,7,5,449,0,0,0,0,0,0,0,0,0,0,0
346,Kevin Molino\Kevin-Molino,tt TRI,MFFW,Orlando City,25,1990,30,26,2314,11,8,1,1,1,0,0.43,0.31,0.74,0.39,0.7
347,Drew Moor\Drew-Moor,us USA,DF,Toronto FC,32,1984,32,32,2880,3,0,0,0,3,0,0.09,0,0.09,0.09,0.09
348,Javier Morales\Javier-Morales,ar ARG,MF,Real Salt Lake,36,1980,29,23,2227,4,3,2,3,4,0,0.16,0.12,0.28,0.08,0.2
349,Pedro Morales\Pedro-Morales,cl CHI,MF,Vancouver,30,1985,27,26,2065,9,4,6,6,4,2,0.39,0.17,0.57,0.13,0.31
350,Ashtone Morgan\Ashtone-Morgan,ca CAN,DF,Toronto FC,24,1991,7,0,163,0,0,0,0,2,0,0,0,0,0,0
351,Alex Morrell\Alex-Morrell,us USA,MF,Chicago,21,1994,4,0,55,0,0,0,0,0,0,0,0,0,0,0
352,Jordan Morris\Jordan-Morris,us USA,FWMF,Seattle,21,1994,34,32,2850,12,3,0,0,0,0,0.38,0.09,0.47,0.38,0.47
353,Justin Morrow\Justin-Morrow,us USA,DFMF,Toronto FC,28,1987,31,31,2648,5,3,0,0,5,0,0.17,0.1,0.27,0.17,0.27
354,Yura Movsisyan\Yura-Movsisyan,am ARM,FW,Real Salt Lake,28,1987,29,25,2157,9,3,2,3,3,0,0.38,0.13,0.5,0.29,0.42
355,Luke Mulholland\Luke-Mulholland,eng ENG,MF,Real Salt Lake,27,1988,33,23,2023,4,2,0,0,7,0,0.18,0.09,0.27,0.18,0.27
356,Patrick Mullins\Patrick-Mullins,us USA,FW,NYCFC,23,1992,7,2,234,0,1,0,0,2,0,0,0.38,0.38,0,0.38
357,Patrick Mullins\Patrick-Mullins,us USA,FW,D.C. United,23,1992,14,12,1043,8,2,0,0,1,0,0.69,0.17,0.86,0.69,0.86
358,Soni Mustivar\Soni-Mustivar,ht HAI,MF,Sporting KC,25,1990,25,24,2093,0,0,0,0,3,1,0,0,0,0,0
359,Alex Muyl\Alex-Muyl,us USA,MF,NY Red Bulls,20,1995,27,18,1599,2,3,0,0,5,0,0.11,0.17,0.28,0.11,0.28
360,Chance Myers\Chance-Myers,us USA,DF,Sporting KC,28,1987,11,6,560,0,1,0,0,0,0,0,0.16,0.16,0,0.16
361,Paulo Nagamura\Paulo-Nagamura,br BRA,MF,Sporting KC,32,1983,9,6,526,0,1,0,0,2,0,0,0.17,0.17,0,0.17
362,Darlington Nagbe\Darlington-Nagbe,us USA,MF,Portland,25,1990,27,27,2415,1,5,0,0,1,0,0.04,0.19,0.22,0.04,0.22
363,Lamar Neagle\Lamar-Neagle,us USA,MFFW,D.C. United,28,1987,31,21,1950,9,5,2,2,2,0,0.42,0.23,0.65,0.32,0.55
364,Steve Neumann\Steve-Neumann,us USA,DF,New England,24,1991,4,1,64,0,0,0,0,0,0,0,0,0,0,0
365,Lee Nguyen\Lee-Nguyen,us USA,MF,New England,29,1986,33,33,2894,6,4,3,4,2,0,0.19,0.12,0.31,0.09,0.22
366,Antonio Nocerino\Antonio-Nocerino,it ITA,MF,Orlando City,30,1985,21,19,1504,0,0,0,0,3,1,0,0,0,0,0
367,Vincent Nogueira\Vincent-Nogueira,fr FRA,MF,Philadelphia,28,1988,8,8,682,2,0,0,0,1,0,0.26,0,0.26,0.26,0.26
368,Patrick Nyarko\Patrick-Nyarko,gh GHA,MF,D.C. United,30,1986,26,23,1819,4,5,0,0,2,0,0.2,0.25,0.45,0.2,0.45
369,Nicolai Næss\Nicolai-Naess,no NOR,DFMF,Columbus,23,1993,13,13,1156,0,0,0,0,0,0,0,0,0,0,0
370,Dominic Oduro\Dominic-Oduro,gh GHA,FWMF,Montreal,30,1985,31,22,2028,6,6,0,0,1,0,0.27,0.27,0.53,0.27,0.53
371,Amobi Okugo\Amobi-Okugo,us USA,DF,Portland,24,1991,4,2,227,0,0,0,0,0,0,0,0,0,0,0
372,Boyd Okwuonu\Boyd-Okwuonu,us USA,DF,Real Salt Lake,22,1993,2,1,93,0,0,0,0,0,0,0,0,0,0,0
373,Jámison Olave\Jamison-Olave,co COL,DF,Real Salt Lake,36,1979,17,16,1482,2,0,0,0,2,1,0.12,0,0.12,0.12,0.12
374,Lawrence Olum\Lawrence-Olum,ke KEN,DFMF,Sporting KC,31,1984,19,17,1468,2,1,0,0,3,0,0.12,0.06,0.18,0.12,0.18
