Rk,Player,Nation,Pos,Squad,Age,Born,MP_playingtime,Starts_playingtime,Min_playingtime,Gls_performance,Ast_performance,PK_performance,PKatt_performance,CrdY_performance,CrdR_performance,Gls_per90min,Ast_per90min,G_plus_A_per90min,G_minus_PK_per90min,G_plus_A_minus_PK_per90min
324,Roy Miller\Roy-Miller,cr CRC,DF,NY Red Bulls,30,1984,6,5,444,0,0,0,0,0,0,0,0,0,0,0
325,Leonel Miranda\Leonel-Miranda,ar ARG,MF,Houston,21,1994,20,11,1016,2,1,0,0,3,0,0.18,0.09,0.27,0.18,0.27
326,Luke Mishu\Luke-Mishu,us USA,DF,D.C. United,23,1991,2,2,161,0,0,0,0,0,0,0,0,0,0,0
327,Kevin Molino\Kevin-Molino,tt TRI,MF,Orlando City,24,1990,7,7,603,0,1,0,0,3,0,0,0.15,0.15,0,0.15
328,Drew Moor\Drew-Moor,us USA,DF,Colorado,31,1984,22,22,1980,1,1,0,0,5,0,0.05,0.05,0.09,0.05,0.09
329,Luke Moore\Luke-Moore,eng ENG,FW,Toronto FC,28,1986,15,6,626,1,2,0,0,2,0,0.14,0.29,0.43,0.14,0.43
330,Javier Morales\Javier-Morales,ar ARG,MF,Real Salt Lake,35,1980,26,24,2125,8,10,2,3,3,1,0.34,0.42,0.76,0.25,0.68
331,Pedro Morales\Pedro-Morales,cl CHI,MF,Vancouver,29,1985,23,15,1432,6,4,2,2,3,1,0.38,0.25,0.63,0.25,0.5
332,Ashtone Morgan\Ashtone-Morgan,ca CAN,DF,Toronto FC,23,1991,19,17,1548,0,2,0,0,2,0,0,0.12,0.12,0,0.12
333,Justin Morrow\Justin-Morrow,us USA,DFMF,Toronto FC,27,1987,32,31,2757,2,2,0,0,3,1,0.07,0.07,0.13,0.07,0.13
334,Luke Mulholland\Luke-Mulholland,eng ENG,MF,Real Salt Lake,26,1988,29,27,2320,3,2,0,0,7,0,0.12,0.08,0.19,0.12,0.19
335,Patrick Mullins\Patrick-Mullins,us USA,FW,NYCFC,22,1992,23,11,1040,6,4,1,1,2,0,0.52,0.35,0.87,0.43,0.78
336,Soni Mustivar\Soni-Mustivar,ht HAI,DFMF,Sporting KC,24,1990,25,20,1883,0,1,0,0,5,0,0,0.05,0.05,0,0.05
337,Danny Mwanga\Danny-Mwanga,cd COD,FW,Orlando City,23,1991,4,1,112,0,0,0,0,0,0,0,0,0,0,0
338,Chance Myers\Chance-Myers,us USA,DFMF,Sporting KC,27,1987,13,10,839,0,1,0,0,2,0,0,0.11,0.11,0,0.11
339,Paulo Nagamura\Paulo-Nagamura,br BRA,MF,Sporting KC,31,1983,21,17,1438,3,1,0,0,6,0,0.19,0.06,0.25,0.19,0.25
340,Darlington Nagbe\Darlington-Nagbe,us USA,FWMF,Portland,24,1990,33,33,2832,5,5,0,1,0,0,0.16,0.16,0.32,0.16,0.32
341,Michael Nanchoff\Michael-Nanchoff,us USA,MF,Portland,26,1988,4,0,30,0,0,0,0,0,0,0,0,0,0,0
342,Lamar Neagle\Lamar-Neagle,us USA,FWMF,Seattle,27,1987,31,23,2023,4,2,0,0,2,0,0.18,0.09,0.27,0.18,0.27
343,Lewis Neal\Lewis-Neal,eng ENG,MF,Orlando City,33,1981,21,18,1502,0,1,0,0,0,0,0,0.06,0.06,0,0.06
344,Adam Nemec\Adam-Nemec,sk SVK,FW,NYCFC,29,1985,9,8,588,0,0,0,0,0,0,0,0,0,0,0
345,Krisztián Németh\Krisztian-Nemeth,hu HUN,FW,Sporting KC,26,1989,28,23,2033,10,5,0,0,3,0,0.44,0.22,0.66,0.44,0.66
346,Steve Neumann\Steve-Neumann,us USA,FWMF,New England,23,1991,9,1,150,0,0,0,0,0,0,0,0,0,0,0
347,Ben Newnam\Ben-Newnam,us USA,DF,Colorado,23,1991,1,1,90,0,0,0,0,0,0,0,0,0,0,0
348,Lee Nguyen\Lee-Nguyen,us USA,FWMF,New England,28,1986,32,31,2701,7,9,3,3,4,1,0.23,0.3,0.53,0.13,0.43
349,Vincent Nogueira\Vincent-Nogueira,fr FRA,MF,Philadelphia,27,1988,27,22,1992,5,0,0,0,6,0,0.23,0,0.23,0.23,0.23
350,Patrick Nyarko\Patrick-Nyarko,gh GHA,FWMF,Chicago,29,1986,19,14,1215,3,4,0,0,4,0,0.22,0.3,0.52,0.22,0.52
351,Sanna Nyassi\Sanna-Nyassi,gm GAM,MF,San Jose,26,1989,28,19,1477,2,1,0,0,6,0,0.12,0.06,0.18,0.12,0.18
352,Shane O'Neill\Shane-ONeill,us USA,DFMF,Colorado,21,1993,4,3,287,0,0,0,0,0,0,0,0,0,0,0
353,Marius Obekop\Marius-Obekop,cm CMR,MF,NY Red Bulls,20,1994,1,0,5,0,1,0,0,0,0,0,18,18,0,18
354,Jimmy Ockford\Jimmy-Ockford,us USA,DF,Seattle,22,1992,1,1,90,0,0,0,0,0,0,0,0,0,0,0
355,Dominic Oduro\Dominic-Oduro,gh GHA,FWMF,Montreal,29,1985,28,18,1673,8,0,0,0,3,0,0.43,0,0.43,0.43,0.43
356,Sean Okoli\Sean-Okoli,us USA,FW,New England,21,1993,5,0,50,0,0,0,0,0,0,0,0,0,0,0
357,Amobi Okugo\Amobi-Okugo,us USA,DFMF,Orlando City,23,1991,15,9,815,0,0,0,0,4,0,0,0,0,0,0
358,Amobi Okugo\Amobi-Okugo,us USA,DFMF,Sporting KC,23,1991,3,1,110,0,1,0,0,1,0,0,0.82,0.82,0,0.82
359,Boyd Okwuonu\Boyd-Okwuonu,us USA,DF,Real Salt Lake,21,1993,3,1,120,0,0,0,0,0,0,0,0,0,0,0
360,Rasheed Olabiyi\Rasheed-Olabiyi,ng NGA,MF,Houston,24,1990,7,4,283,0,0,0,0,0,0,0,0,0,0,0
361,Jámison Olave\Jamison-Olave,co COL,DF,Real Salt Lake,35,1979,22,22,1851,1,1,0,0,2,3,0.05,0.05,0.1,0.05,0.1
362,Ike Opara\Ike-Opara,us USA,DF,Sporting KC,25,1989,6,6,533,2,0,0,0,0,0,0.34,0,0.34,0.34,0.34
363,Kofi Opare\Kofi-Opare,ca CAN,DF,D.C. United,24,1990,18,17,1616,1,0,0,0,1,0,0.06,0,0.06,0.06,0.06
364,Jonathan Osorio\Jonathan-Osorio,ca CAN,MF,Toronto FC,22,1992,29,26,2228,1,7,0,0,1,0,0.04,0.28,0.32,0.04,0.32
365,Karl Ouimette\Karl-Ouimette,ca CAN,DF,NY Red Bulls,22,1992,11,7,715,0,0,0,0,2,0,0,0,0,0,0
366,David Ousted\David-Ousted,dk DEN,GK,Vancouver,29,1985,34,34,3060,0,0,0,0,0,0,0,0,0,0,0
367,Ambroise Oyongo\Ambroise-Oyongo,cm CMR,DFMF,Montreal,23,1991,22,22,1864,1,0,0,0,1,2,0.05,0,0.05,0.05,0.05
368,Lovel Palmer\Lovel-Palmer,jm JAM,DFMF,Chicago,30,1984,22,20,1798,0,1,0,0,2,0,0,0.05,0.05,0,0.05
369,Erik Palmer-Brown\Erik-Palmer-Brown,us USA,DF,Sporting KC,17,1997,7,4,378,0,0,0,0,2,0,0,0,0,0,0
370,Norberto Paparatto\Norberto-Paparatto,ar ARG,DF,Portland,31,1984,6,5,451,0,0,0,0,1,0,0,0,0,0,0
371,Marco Pappa\Marco-Pappa,gt GUA,MF,Seattle,27,1987,20,17,1461,3,5,0,0,2,0,0.18,0.31,0.49,0.18,0.49
372,Tim Parker\Tim-Parker,us USA,DF,Vancouver,21,1993,15,14,1263,0,0,0,0,2,0,0,0,0,0,0
373,Michael Parkhurst\Michael-Parkhurst,us USA,DF,Columbus,31,1984,33,33,2896,0,1,0,0,2,1,0,0.03,0.03,0,0.03
374,Martin Paterson\Martin-Paterson,nir NIR,FW,Orlando City,27,1987,4,0,57,0,0,0,0,1,0,0,0,0,0,0
375,Taylor Peay\Taylor-Peay,us USA,DF,Portland,23,1991,5,3,320,0,0,0,0,0,0,0,0,0,0,0
376,Pecka\Pecka,br BRA,MF,Real Salt Lake,25,1989,4,1,113,0,0,0,0,0,0,0,0,0,0,0
377,Marc Pelosi\Marc-Pelosi,us USA,MF,San Jose,20,1994,12,7,652,0,0,0,0,6,0,0,0,0,0,0
378,Jaime Penedo\Jaime-Penedo,pa PAN,GK,LA Galaxy,33,1981,16,16,1440,0,0,0,0,1,0,0,0,0,0,0
379,Blas Pérez\Blas-Perez,pa PAN,FW,FC Dallas,33,1981,23,14,1280,5,1,0,0,2,1,0.35,0.07,0.42,0.35,0.42
380,Víctor Pérez\Victor-Perez,es ESP,MF,Chicago,27,1988,1,0,3,0,0,0,0,0,0,0,0,0,0,0
381,Troy Perkins\Troy-Perkins,us USA,GK,Seattle,33,1981,4,4,314,0,0,0,0,0,0,0,0,0,0,0
382,Damien Perquis\Damien-Perquis,pl POL,DF,Toronto FC,30,1984,25,24,2065,1,0,0,0,6,0,0.04,0,0.04,0.04,0.04
383,Damien Perrinelle\Damien-Perrinelle,fr FRA,DF,NY Red Bulls,31,1983,28,27,2409,2,1,0,0,11,0,0.07,0.04,0.11,0.07,0.11
384,Jacob Peterson\Jacob-Peterson,us USA,FWMF,Sporting KC,29,1986,26,15,1333,1,1,0,0,2,0,0.07,0.07,0.14,0.07,0.14
385,Zach Pfeffer\Zach-Pfeffer,us USA,MF,Philadelphia,20,1995,21,11,992,2,0,0,0,0,1,0.18,0,0.18,0.18,0.18
386,Demar Phillips\Demar-Phillips,jm JAM,DFMF,Real Salt Lake,31,1983,18,16,1374,0,0,0,0,5,1,0,0,0,0,0
387,Ignacio Piatti\Ignacio-Piatti,ar ARG,FWMF,Montreal,29,1985,26,26,2204,9,8,4,5,3,0,0.37,0.33,0.69,0.2,0.53
388,Jean-Baptiste Pierazzi\Jean-Baptiste-Pierazzi,fr FRA,MF,San Jose,29,1985,3,3,270,0,0,0,0,0,0,0,0,0,0,0
389,Gonzalo Pineda\Gonzalo-Pineda,mx MEX,FWMF,Seattle,32,1982,28,21,1850,1,2,0,0,5,1,0.05,0.1,0.15,0.05,0.15
390,Andrea Pirlo\Andrea-Pirlo,it ITA,MF,NYCFC,35,1979,13,12,1073,0,4,0,0,2,0,0,0.34,0.34,0,0.34
391,Lucas Pittinari\Lucas-Pittinari,ar ARG,DFMF,Colorado,23,1991,29,25,2241,1,3,0,0,6,0,0.04,0.12,0.16,0.04,0.16
392,Joao Plata\Joao-Plata,ec ECU,FWMF,Real Salt Lake,22,1992,19,17,1424,4,3,1,1,1,0,0.25,0.19,0.44,0.19,0.38
393,Emanuel Pogatetz\Emanuel-Pogatetz,at AUT,DF,Columbus,32,1983,19,16,1477,0,1,0,0,3,0,0,0.06,0.06,0,0.06
394,Kwadwo Poku\Kwadwo-Poku,gh GHA,FWMF,NYCFC,22,1992,27,6,995,4,6,0,0,4,0,0.36,0.54,0.9,0.36,0.9
395,Matt Polster\Matt-Polster,us USA,DFMF,Chicago,21,1993,30,27,2420,0,0,0,0,10,0,0,0,0,0,0
396,Chris Pontius\Chris-Pontius,us USA,FWMF,D.C. United,27,1987,23,17,1534,3,1,0,1,1,0,0.18,0.06,0.23,0.18,0.23
397,Cameron Porter\Cameron-Porter,us USA,FW,Montreal,21,1993,2,1,39,0,0,0,0,0,0,0,0,0,0,0
398,Alvas Powell\Alvas-Powell,jm JAM,DF,Portland,20,1994,31,31,2724,0,1,0,0,7,0,0,0.03,0.03,0,0.03
399,Dillon Powers\Dillon-Powers,us USA,MF,Colorado,23,1991,32,25,2226,3,5,1,0,3,0,0.12,0.2,0.32,0.08,0.28
400,Guly do Prado\Guly-do-Prado,br BRA,FWMF,Chicago,33,1981,15,6,582,0,0,0,0,4,0,0,0,0,0,0
401,Jordi Quintillà\Jordi-Quintilla,es ESP,MF,Sporting KC,21,1993,8,3,278,0,0,0,0,0,0,0,0,0,0,0
402,Juan Ramírez\Juan-Ramirez,ar ARG,MF,Colorado,21,1993,27,15,1461,1,3,0,0,3,0,0.06,0.18,0.25,0.06,0.25
403,Rafael Ramos\Rafael-Ramos,pt POR,DF,Orlando City,20,1995,25,24,1998,0,2,0,0,5,2,0,0.09,0.09,0,0.09
404,Tommy Redding\Tommy-Redding,us USA,DF,Orlando City,18,1997,2,1,87,0,0,0,0,0,0,0,0,0,0,0
405,Dylan Remick\Dylan-Remick,us USA,DF,Seattle,23,1991,19,18,1605,0,0,0,0,1,0,0,0,0,0,0
406,Renato\Renato,pt POR,DF,San Jose,27,1987,5,3,366,0,0,0,0,0,0,0,0,0,0,0
407,Nigel Reo-Coker\Nigel-Reo-Coker,eng ENG,MF,Montreal,30,1984,28,20,1878,0,2,0,0,5,0,0,0.1,0.1,0,0.1
408,Pedro Ribeiro\Pedro-Ribeiro,br BRA,MF,Orlando City,24,1990,18,8,738,2,2,0,0,0,0,0.24,0.24,0.49,0.24,0.49
409,Dane Richards\Dane-Richards,jm JAM,FWMF,NY Red Bulls,31,1983,12,1,269,0,0,0,0,1,0,0,0,0,0,0
410,Donovan Ricketts\Donovan-Ricketts,jm JAM,GK,LA Galaxy,37,1977,11,11,990,0,0,0,0,1,0,0,0,0,0,0
411,Donovan Ricketts\Donovan-Ricketts,jm JAM,GK,Orlando City,37,1977,10,10,900,0,0,0,0,0,0,0,0,0,0,0
412,Liam Ridgewell\Liam-Ridgewell,eng ENG,DF,Portland,30,1984,32,32,2868,0,0,0,0,6,1,0,0,0,0,0
413,James Riley\James-Riley,us USA,DF,Colorado,32,1982,16,16,1429,1,0,0,0,4,0,0.06,0,0.06,0.06,0.06
414,Nick Rimando\Nick-Rimando,us USA,GK,Real Salt Lake,35,1979,24,24,2160,0,0,0,0,0,0,0,0,0,0,0
415,Chris Ritter\Chris-Ritter,us USA,MF,Chicago,24,1990,7,5,405,0,0,0,0,3,0,0,0,0,0,0
416,Carlos Rivas\Carlos-Rivas,co COL,FW,Orlando City,20,1994,27,13,1381,0,3,0,0,6,0,0,0.2,0.2,0,0.2
417,Octavio Rivero\Octavio-Rivero,uy URU,FW,Vancouver,23,1992,34,30,2734,10,3,3,3,3,0,0.33,0.1,0.43,0.23,0.33
418,Luis Robles\Luis-Robles,us USA,GK,NY Red Bulls,30,1984,34,34,3060,0,0,0,0,3,0,0,0,0,0,0
419,Bryan Róchez\Bryan-Rochez,hn HON,FW,Orlando City,20,1995,16,0,279,3,0,0,0,1,0,0.97,0,0.97,0.97,0.97
420,Diego Rodríguez\Diego-Rodriguez,uy URU,DF,Vancouver,24,1991,4,3,257,0,0,0,0,2,0,0,0,0,0,0
421,Raúl Rodríguez\Raul-Rodriguez,es ESP,DF,Houston,27,1987,27,27,2364,2,0,0,0,6,1,0.08,0,0.08,0.08,0.08
422,Robbie Rogers\Robbie-Rogers,us USA,DFMF,LA Galaxy,27,1987,27,26,2313,1,3,0,0,6,0,0.04,0.12,0.16,0.04,0.16
423,Cristian Roldan\Cristian-Roldan,us USA,FWMF,Seattle,19,1995,22,11,1116,0,1,0,0,1,0,0,0.08,0.08,0,0.08
424,Chris Rolfe\Chris-Rolfe,us USA,FWMF,D.C. United,32,1983,31,30,2434,10,4,4,4,0,0,0.37,0.15,0.52,0.22,0.37
425,Andrés Romero\Andres-Romero,ar ARG,FWMF,Montreal,25,1989,27,23,1864,4,4,0,0,8,0,0.19,0.19,0.39,0.19,0.39
426,David Romney\David-Romney,us USA,DF,LA Galaxy,21,1993,5,2,261,0,0,0,0,0,0,0,0,0,0,0
427,Mauro Rosales\Mauro-Rosales,ar ARG,FWMF,Vancouver,33,1981,24,19,1504,1,3,0,0,0,0,0.06,0.18,0.24,0.06,0.24
428,Andy Rose\Andy-Rose,au AUS,MF,Seattle,24,1990,25,17,1614,0,2,0,0,4,0,0,0.11,0.11,0,0.11
429,Brian Rowe\Brian-Rowe,us USA,GK,LA Galaxy,26,1988,7,7,630,0,9,0,0,0,0,0,1.29,1.29,0,1.29
430,Kelyn Rowe\Kelyn-Rowe,us USA,FWMF,New England,23,1991,33,21,1927,7,6,0,0,1,0,0.33,0.28,0.61,0.33,0.61
431,Álvaro Saborío\Alvaro-Saborio,cr CRC,FW,Real Salt Lake,32,1982,14,13,1079,3,0,1,1,2,0,0.25,0,0.25,0.17,0.17
432,Álvaro Saborío\Alvaro-Saborio,cr CRC,FW,D.C. United,32,1982,12,9,778,4,0,0,0,0,0,0.46,0,0.46,0.46,0.46
433,Mohammed Saeid\Mohammed-Saeid,er ERI,FWMF,Columbus,24,1990,25,18,1592,0,1,0,0,4,1,0,0.06,0.06,0,0.06
434,Shea Salinas\Shea-Salinas,us USA,DFMF,San Jose,28,1986,34,29,2615,3,5,0,0,2,0,0.1,0.17,0.28,0.1,0.28
435,Lloyd Sam\Lloyd-Sam,gh GHA,MF,NY Red Bulls,30,1984,31,27,2266,10,7,0,0,3,0,0.4,0.28,0.68,0.4,0.68
436,Ethen Sampson\Ethen-Sampson,za RSA,DF,Vancouver,21,1993,1,1,87,0,0,0,0,1,0,0,0,0,0,0
437,Manolo Sanchez\Manolo-Sanchez,pr PUR,MF,NY Red Bulls,23,1991,3,0,25,0,0,0,0,0,0,0,0,0,0,0
438,Vicente Sánchez\Vicente-Sanchez,uy URU,FW,Colorado,35,1979,30,16,1400,4,5,1,1,1,0,0.26,0.32,0.58,0.19,0.51
439,Devon Sandoval\Devon-Sandoval,us USA,FW,Real Salt Lake,23,1991,30,17,1611,4,2,0,0,2,0,0.22,0.11,0.34,0.22,0.34
440,C.J. Sapong\CJ-Sapong,us USA,FWMF,Philadelphia,26,1988,27,20,1901,9,3,0,0,2,0,0.43,0.14,0.57,0.43,0.57
441,Kofi Sarkodie\Kofi-Sarkodie,us USA,DF,Houston,23,1991,16,15,1303,0,0,0,0,4,1,0,0,0,0,0
442,Marcelo Sarvas\Marcelo-Sarvas,br BRA,MF,Colorado,33,1981,25,21,1870,2,1,0,0,4,0,0.1,0.05,0.14,0.1,0.14
443,Sebastián Saucedo\Sebastian-Saucedo,us USA,FWMF,Real Salt Lake,18,1997,9,1,173,0,0,0,0,0,1,0,0,0,0,0
444,Josh Saunders\Josh-Saunders,pr PUR,GK,NYCFC,33,1981,33,33,2970,0,0,0,0,4,0,0,0,0,0,0
445,Gastón Sauro\Gaston-Sauro,ar ARG,DF,Columbus,24,1990,4,4,271,0,0,0,0,2,0,0,0,0,0,0
446,Aaron Schoenfeld\Aaron-Schoenfeld,us USA,FW,Columbus,24,1990,17,1,226,1,0,0,0,1,0,0.4,0,0.4,0.4,0.4
447,Chris Schuler\Chris-Schuler,us USA,DF,Real Salt Lake,27,1987,5,5,450,0,0,0,0,1,0,0,0,0,0,0
448,Zach Scott\Zach-Scott,us USA,DFMF,Seattle,34,1980,20,15,1484,0,0,0,0,4,0,0,0,0,0,0
449,Chris Seitz\Chris-Seitz,us USA,GK,FC Dallas,27,1987,7,7,630,0,0,0,0,0,0,0,0,0,0,0
450,Dillon Serna\Dillon-Serna,us USA,DFMF,Colorado,20,1994,15,8,683,3,1,0,0,2,0,0.4,0.13,0.53,0.4,0.53
451,Brek Shea\Brek-Shea,us USA,DFFW,Orlando City,24,1990,19,17,1465,0,4,0,0,7,1,0,0.25,0.25,0,0.25
452,Khiry Shelton\Khiry-Shelton,us USA,FW,NYCFC,21,1993,17,7,831,1,0,0,0,0,0,0.11,0,0.11,0.11,0.11
453,Mark Sherrod\Mark-Sherrod,us USA,FW,San Jose,24,1990,6,2,234,0,0,0,0,1,1,0,0,0,0,0
454,Harry Shipp\Harry-Shipp,us USA,FWMF,Chicago,23,1991,33,29,2568,3,7,0,0,2,0,0.11,0.25,0.35,0.11,0.35
455,Bobby Shuttleworth\Bobby-Shuttleworth,us USA,GK,New England,27,1987,31,31,2790,0,0,0,0,1,0,0,0,0,0,0
456,Luis Silva\Luis-Silva,us USA,FWMF,Real Salt Lake,26,1988,10,7,527,0,0,0,0,0,0,0,0,0,0,0
457,Luis Silva\Luis-Silva,us USA,FWMF,D.C. United,26,1988,14,4,351,1,0,0,0,0,0,0.26,0,0.26,0.26,0.26
458,Clément Simonin\Clement-Simonin,fr FRA,DF,Toronto FC,23,1991,2,2,170,0,0,0,0,1,0,0,0,0,0,0
459,Seth Sinovic\Seth-Sinovic,us USA,DF,Sporting KC,28,1987,11,10,899,0,0,0,0,3,0,0,0,0,0,0
460,Axel Sjöberg\Axel-Sjoberg,se SWE,DF,Colorado,23,1991,14,14,1260,0,0,0,0,5,1,0,0,0,0,0
461,Jordan Smith\Jordan-Smith,cr CRC,DF,Vancouver,23,1991,7,4,379,0,0,0,0,1,0,0,0,0,0,0
462,Luis Solignac\Luis-Solignac,ar ARG,FWMF,Colorado,23,1991,15,14,1232,0,2,0,0,0,0,0,0.15,0.15,0,0.15
463,Oscar Sorto\Oscar-Sorto,us USA,DF,LA Galaxy,20,1994,3,3,270,0,0,0,0,0,1,0,0,0,0,0
464,Bakary Soumaré\Bakary-Soumare,ml MLI,DF,Montreal,29,1985,10,9,836,0,0,0,0,3,0,0,0,0,0,0
465,Ben Speas\Ben-Speas,us USA,FWMF,Columbus,24,1991,8,2,218,0,0,0,0,0,0,0,0,0,0,0
466,Sean St Ledger\Sean-St-Ledger,ie IRL,DF,Orlando City,30,1984,15,14,1212,0,0,0,0,1,0,0,0,0,0,0
467,Sean St Ledger\Sean-St-Ledger,ie IRL,DF,Colorado,30,1984,12,12,1047,0,1,0,0,0,0,0,0.09,0.09,0,0.09
468,Zach Steinberger\Zach-Steinberger,us USA,MF,Houston,22,1992,3,0,31,0,0,0,0,0,0,0,0,0,0,0
469,Kristinn Steindórsson\Kristinn-Steindorsson,is ISL,MF,Columbus,24,1990,21,4,632,0,0,0,0,1,0,0,0,0,0,0
470,Michael Stephens\Michael-Stephens,us USA,MF,Chicago,25,1989,20,16,1311,0,4,0,0,2,0,0,0.27,0.27,0,0.27
471,Khari Stephenson\Khari-Stephenson,jm JAM,MF,San Jose,34,1981,4,2,213,0,0,0,0,0,0,0,0,0,0,0
472,John Stertzer\John-Stertzer,us USA,MF,Real Salt Lake,24,1990,19,9,863,1,0,0,0,5,0,0.1,0,0.1,0.1,0.1
473,Jordan Stewart\Jordan-Stewart,eng ENG,DFMF,San Jose,32,1982,14,13,1130,0,0,0,0,3,0,0,0,0,0,0
474,Nathan Sturgis\Nathan-Sturgis,us USA,DFMF,Houston,27,1987,18,15,1290,1,1,0,0,2,1,0.07,0.07,0.14,0.07,0.14
475,Brian Sylvestre\Brian-Sylvestre,us USA,GK,Philadelphia,22,1992,12,12,1080,0,0,0,0,0,0,0,0,0,0,0
476,Jermaine Taylor\Jermaine-Taylor,jm JAM,DF,Houston,30,1985,16,16,1429,0,1,0,0,3,1,0,0.06,0.06,0,0.06
477,Tony Taylor\Tony-Taylor,pa PAN,FW,NYCFC,25,1989,2,1,66,0,0,0,0,0,0,0,0,0,0,0
478,Tony Tchani\Tony-Tchani,cm CMR,MF,Columbus,25,1989,32,32,2783,5,4,0,0,5,0,0.16,0.13,0.29,0.16,0.29
479,Cristian Techera\Cristian-Techera,uy URU,FWMF,Vancouver,22,1992,22,17,1568,7,4,0,0,4,0,0.4,0.23,0.63,0.4,0.63
480,Russell Teibert\Russell-Teibert,ca CAN,MF,Vancouver,22,1992,23,15,1348,0,0,0,0,3,0,0,0,0,0,0
481,David Texeira\David-Texeira,uy URU,FW,FC Dallas,23,1991,22,19,1391,6,3,0,0,1,0,0.39,0.19,0.58,0.39,0.58
482,Tommy Thompson\Tommy-Thompson,us USA,DFFW,San Jose,19,1995,17,4,475,0,0,0,0,1,0,0,0,0,0,0
483,Chris Tierney\Chris-Tierney,us USA,DFMF,New England,29,1986,31,29,2614,2,5,0,0,3,1,0.07,0.17,0.24,0.07,0.24
484,Maxim Tissot\Maxim-Tissot,ca CAN,DFMF,Montreal,22,1992,11,7,581,1,0,0,0,1,0,0.15,0,0.15,0.15,0.15
485,Donny Toia\Donny-Toia,us USA,DF,Montreal,22,1992,31,29,2700,1,0,0,0,4,0,0.03,0,0.03,0.03,0.03
486,Erick Torres\Erick-Torres,mx MEX,FW,Houston,22,1993,11,3,345,0,1,0,0,1,0,0,0.26,0.26,0,0.26
487,Gabriel Torres\Gabriel-Torres,pa PAN,FW,Colorado,26,1988,25,19,1592,4,3,0,0,1,0,0.23,0.17,0.4,0.23,0.4
488,Román Torres\Roman-Torres,pa PAN,DF,Seattle,28,1986,4,4,314,0,0,0,0,0,0,0,0,0,0,0
489,Wil Trapp\Wil-Trapp,us USA,MF,Columbus,22,1993,19,17,1533,0,1,0,0,0,0,0,0.06,0.06,0,0.06
490,Tyler Turner\Tyler-Turner,us USA,DF,Orlando City,18,1996,7,5,479,0,0,0,0,2,1,0,0,0,0,0
491,Victor Ulloa\Victor-Ulloa,us USA,MF,FC Dallas,22,1992,33,33,2912,2,1,0,0,4,0,0.06,0.03,0.09,0.06,0.09
492,Maximiliano Urruti\Maximiliano-Urruti,ar ARG,FW,Portland,23,1991,30,12,1090,4,2,0,0,3,0,0.33,0.17,0.5,0.33,0.5
493,Nelson Valdez\Nelson-Valdez,py PAR,FW,Seattle,31,1983,7,5,411,1,0,0,0,0,0,0.22,0,0.22,0.22,0.22
494,Diego Valeri\Diego-Valeri,ar ARG,FWMF,Portland,28,1986,22,20,1708,2,7,0,0,4,0,0.11,0.37,0.47,0.11,0.47
495,Elías Vásquez\Elias-Vasquez,gt GUA,DF,Real Salt Lake,22,1992,15,14,1265,0,0,0,0,3,0,0,0,0,0,0
496,Mika Väyrynen\Mika-Vayrynen,fi FIN,MF,LA Galaxy,33,1981,19,10,795,0,0,0,0,3,0,0,0,0,0,0
497,Sebastián Velásquez\Sebastian-Velasquez,co COL,MF,NYCFC,23,1991,12,5,449,0,0,0,0,0,0,0,0,0,0,0
498,Johan Venegas\Johan-Venegas,cr CRC,FWMF,Montreal,26,1988,12,9,745,1,0,0,0,4,0,0.12,0,0.12,0.12,0.12
499,Gonzalo Verón\Gonzalo-Veron,ar ARG,FW,NY Red Bulls,25,1989,13,2,330,1,1,0,0,0,0,0.27,0.27,0.55,0.27,0.55
500,David Villa\David-Villa,es ESP,FWMF,NYCFC,33,1981,30,29,2513,18,6,7,8,4,0,0.64,0.21,0.86,0.39,0.61
