Rk,Player,Nation,Pos,Squad,Age,Born,MP_playingtime,Starts_playingtime,Min_playingtime,Gls_performance,Ast_performance,PK_performance,PKatt_performance,CrdY_performance,CrdR_performance,Gls_per90min,Ast_per90min,G_plus_A_per90min,G_minus_PK_per90min,G_plus_A_minus_PK_per90min
136,Innocent Emeghara\Innocent-Emeghara,ch SUI,FW,San Jose,25,1989,7,6,493,1,0,0,0,3,0,0.18,0,0.18,0.18,0.18
137,Rolando Escobar\Rolando-Escobar,pa PAN,MF,FC Dallas,33,1981,14,2,407,0,0,0,0,0,0,0,0,0,0,0
138,Fabián Espíndola\Fabian-Espindola,ar ARG,FW,D.C. United,29,1985,17,15,1346,5,7,0,0,2,1,0.33,0.47,0.8,0.33,0.8
139,Roger Espinoza\Roger-Espinoza,hn HON,DFMF,Sporting KC,28,1986,17,17,1482,1,4,0,0,3,0,0.06,0.24,0.3,0.06,0.3
140,Brad Evans\Brad-Evans,us USA,DFFW,Seattle,29,1985,28,27,2342,1,1,1,1,4,0,0.04,0.04,0.08,0,0.04
141,Fabinho\Fabinho,br BRA,DF,Philadelphia,29,1985,26,23,2105,1,2,0,0,3,0,0.04,0.09,0.13,0.04,0.13
142,Shay Facey\Shay-Facey,eng ENG,DF,NYCFC,20,1995,23,20,1820,0,0,0,0,6,1,0,0,0,0,0
143,Diego Fagúndez\Diego-Fagundez,uy URU,FWMF,New England,19,1995,30,19,1738,6,3,0,0,3,0,0.31,0.16,0.47,0.31,0.47
144,Michael Farfan\Michael-Farfan,us USA,MF,D.C. United,26,1988,17,7,664,0,1,0,0,1,0,0,0.14,0.14,0,0.14
145,Andrew Farrell\Andrew-Farrell,us USA,DF,New England,22,1992,32,32,2819,0,0,0,0,3,1,0,0,0,0,0
146,Benny Feilhaber\Benny-Feilhaber,us USA,MF,Sporting KC,30,1985,32,30,2728,10,13,5,5,8,1,0.33,0.43,0.76,0.16,0.59
147,Felipe\Felipe,br BRA,MF,NY Red Bulls,24,1990,34,34,2917,3,3,0,0,5,0,0.09,0.09,0.19,0.09,0.19
148,Collin Fernandez\Collin-Fernandez,us USA,MF,Chicago,17,1997,1,0,7,0,0,0,0,0,0,0,0,0,0,0
149,Gastón Fernández\Gaston-Fernandez,ar ARG,FWMF,Portland,31,1983,21,6,730,2,1,1,1,0,0,0.25,0.12,0.37,0.12,0.25
150,Maynor Figueroa\Maynor-Figueroa,hn HON,DF,Colorado,31,1983,10,10,900,1,0,0,0,3,0,0.1,0,0.1,0.1,0.1
151,Robbie Findley\Robbie-Findley,us USA,FW,Toronto FC,29,1985,25,18,1471,2,2,0,0,2,0,0.12,0.12,0.24,0.12,0.24
152,Ethan Finlay\Ethan-Finlay,us USA,FWMF,Columbus,24,1990,34,34,2777,12,12,0,0,0,0,0.39,0.39,0.78,0.39,0.78
153,Oniel Fisher\Oniel-Fisher,jm JAM,DFMF,Seattle,23,1991,12,9,867,0,0,0,0,4,0,0,0,0,0,0
154,Deybi Flores\Deybi-Flores,hn HON,MF,Vancouver,18,1996,9,5,447,0,0,0,0,1,0,0,0,0,0,0
155,George Fochive\George-Fochive,us USA,MF,Portland,22,1992,11,8,683,0,1,0,0,2,0,0,0.13,0.13,0,0.13
156,Josh Ford\Josh-Ford,us USA,GK,Orlando City,27,1987,2,2,173,0,0,0,0,0,0,0,0,0,0,0
157,Shaun Francis\Shaun-Francis,jm JAM,DF,San Jose,28,1986,23,18,1655,0,1,0,0,3,0,0,0.05,0.05,0,0.05
158,Waylon Francis\Waylon-Francis,cr CRC,DF,Columbus,24,1990,28,28,2406,0,6,0,0,5,0,0,0.22,0.22,0,0.22
159,Sean Franklin\Sean-Franklin,us USA,DF,D.C. United,29,1985,24,23,2090,1,0,0,0,4,0,0.04,0,0.04,0.04,0.04
160,Stefan Frei\Stefan-Frei,ch SUI,GK,Seattle,28,1986,31,30,2746,0,0,0,0,1,0,0,0,0,0,0
161,Erik Friberg\Erik-Friberg,se SWE,MF,Seattle,28,1986,13,11,947,0,1,0,0,3,0,0,0.1,0.1,0,0.1
162,Kianz Froese\Kianz-Froese,ca CAN,MF,Vancouver,18,1996,9,1,212,1,0,0,0,2,0,0.42,0,0.42,0.42,0.42
163,Mike Fucito\Mike-Fucito,us USA,FWMF,San Jose,28,1986,2,0,8,0,0,0,0,0,0,0,0,0,0,0
164,Ray Gaddis\Ray-Gaddis,us USA,DF,Philadelphia,25,1990,28,27,2398,0,0,0,0,3,0,0,0,0,0,0
165,Jérémy Gagnon-Laparé\Jeremy-Gagnon-Lapare,ca CAN,DFMF,Montreal,19,1995,2,0,20,0,0,0,0,0,0,0,0,0,0,0
166,Boniek García\Boniek-Garcia,hn HON,DFMF,Houston,30,1984,23,16,1455,3,4,0,1,2,1,0.19,0.25,0.43,0.19,0.43
167,Matías García\Matias-Garcia,ar ARG,MF,San Jose,32,1983,27,25,2018,2,7,0,0,2,2,0.09,0.31,0.4,0.09,0.4
168,Olmes García\Olmes-Garcia,co COL,FW,Real Salt Lake,22,1992,33,15,1550,2,1,0,0,4,0,0.12,0.06,0.17,0.12,0.17
169,Rafael Garcia\Rafael-Garcia,us USA,MF,LA Galaxy,26,1988,10,4,339,0,0,0,0,1,0,0,0,0,0,0
170,Dan Gargan\Dan-Gargan,us USA,DF,LA Galaxy,32,1982,25,20,1783,0,0,0,0,6,0,0,0,0,0,0
171,Luis Garrido\Luis-Garrido,hn HON,FWMF,Houston,24,1990,29,21,1986,0,0,0,0,10,0,0,0,0,0,0
172,Eric Gehrig\Eric-Gehrig,us USA,DFMF,Chicago,27,1987,25,25,2212,0,1,0,0,5,0,0,0.04,0.04,0,0.04
173,Kevan George\Kevan-George,tt TRI,MF,Columbus,25,1990,6,2,282,0,0,0,0,3,0,0,0,0,0,0
174,Steven Gerrard\Steven-Gerrard,eng ENG,MF,LA Galaxy,34,1980,13,13,1162,2,3,0,0,0,0,0.15,0.23,0.39,0.15,0.39
175,Luis Gil\Luis-Gil,us USA,MF,Real Salt Lake,21,1993,24,16,1478,1,1,0,0,1,0,0.06,0.06,0.12,0.06,0.12
176,Gilberto\Gilberto,br BRA,FW,Chicago,25,1989,10,8,679,5,2,0,0,2,0,0.66,0.27,0.93,0.66,0.93
177,Sebastian Giovinco\Sebastian-Giovinco,it ITA,FWMF,Toronto FC,28,1987,33,32,2749,22,13,3,4,4,1,0.72,0.43,1.15,0.62,1.05
178,Justen Glad\Justen-Glad,us USA,DF,Real Salt Lake,17,1997,7,6,550,0,0,0,0,3,0,0,0,0,0,0
179,Aníbal Godoy\Anibal-Godoy,pa PAN,MF,San Jose,24,1990,10,10,893,2,0,0,0,5,0,0.2,0,0.2,0.2,0.2
180,Hérculez Gómez\Herculez-Gomez,us USA,FW,Toronto FC,32,1982,7,2,226,1,0,0,0,0,0,0.4,0,0.4,0.4,0.4
181,José Gonçalves\Jose-Goncalves,pt POR,DF,New England,29,1985,29,28,2483,1,1,0,0,4,1,0.04,0.04,0.07,0.04,0.07
182,Jesse Gonzalez\Jesse-Gonzalez,mx MEX,GK,FC Dallas,19,1995,11,11,990,0,0,0,0,2,0,0,0,0,0,0
183,Leonardo González\Leonardo-Gonzalez,cr CRC,DF,Seattle,34,1980,16,8,717,1,1,0,0,1,0,0.13,0.13,0.25,0.13,0.25
184,Omar Gonzalez\Omar-Gonzalez,us USA,DF,LA Galaxy,26,1988,30,29,2578,1,2,0,0,3,0,0.03,0.07,0.1,0.03,0.1
185,Clarence Goodson\Clarence-Goodson,us USA,DF,San Jose,32,1982,28,28,2397,2,2,0,0,7,0,0.08,0.08,0.15,0.08,0.15
186,Alan Gordon\Alan-Gordon,us USA,FW,LA Galaxy,33,1981,29,7,992,5,0,0,0,7,0,0.45,0,0.45,0.45,0.45
187,Ned Grabavoy\Ned-Grabavoy,us USA,MF,NYCFC,31,1983,26,22,1883,2,2,0,0,2,1,0.1,0.1,0.19,0.1,0.19
188,Hernán Grana\Hernan-Grana,ar ARG,DF,Columbus,29,1985,7,7,596,0,0,0,0,1,0,0,0,0,0,0
189,Joseph Greenspan\Joseph-Greenspan,us USA,DF,Colorado,22,1992,3,2,186,0,0,0,0,1,0,0,0,0,0,0
190,Mike Grella\Mike-Grella,us USA,FWMF,NY Red Bulls,28,1987,33,30,2347,9,7,0,0,3,0,0.35,0.27,0.61,0.35,0.61
191,Nick Hagglund\Nick-Hagglund,us USA,DF,Toronto FC,22,1992,12,8,790,0,1,0,0,4,0,0,0.11,0.11,0,0.11
192,Marlon Hairston\Marlon-Hairston,us USA,DFMF,Colorado,20,1994,3,3,270,0,0,0,0,0,0,0,0,0,0,0
193,Jeremy Hall\Jeremy-Hall,pr PUR,DFMF,New England,26,1988,12,11,998,0,0,0,0,2,0,0,0,0,0,0
194,Tally Hall\Tally-Hall,us USA,GK,Orlando City,29,1985,23,22,1987,0,0,0,0,2,0,0,0,0,0,0
195,Connor Hallisey\Connor-Hallisey,us USA,MF,Sporting KC,21,1993,13,6,520,0,1,0,0,0,0,0,0.17,0.17,0,0.17
196,Markus Halsti\Markus-Halsti,fi FIN,DFMF,D.C. United,30,1984,14,12,944,0,0,0,0,1,0,0,0,0,0,0
197,Bill Hamid\Bill-Hamid,us USA,GK,D.C. United,24,1990,25,25,2250,0,0,0,0,0,0,0,0,0,0,0
198,Jordan Hamilton\Jordan-Hamilton,ca CAN,FW,Toronto FC,18,1996,2,0,15,0,0,0,0,0,0,0,0,0,0,0
199,Ty Harden\Ty-Harden,us USA,DF,Chicago,30,1984,3,3,270,0,0,0,0,2,0,0,0,0,0,0
200,Ty Harden\Ty-Harden,us USA,DF,San Jose,30,1984,2,1,124,1,0,0,0,0,0,0.73,0,0.73,0.73,0.73
201,Michael Harrington\Michael-Harrington,us USA,DFMF,Colorado,29,1986,14,14,1260,0,1,0,0,2,0,0,0.07,0.07,0,0.07
202,Atiba Harris\Atiba-Harris,kn SKN,DFFW,FC Dallas,30,1985,27,20,1850,2,1,0,0,8,0,0.1,0.05,0.15,0.1,0.15
203,Jordan Harvey\Jordan-Harvey,us USA,DF,Vancouver,31,1984,26,25,2251,0,1,0,0,4,1,0,0.04,0.04,0,0.04
204,Harrison Heath\Harrison-Heath,us USA,MF,Orlando City,18,1996,3,2,136,0,0,0,0,0,0,0,0,0,0,0
205,Matt Hedges\Matt-Hedges,us USA,DF,FC Dallas,24,1990,31,30,2674,1,1,0,0,4,0,0.03,0.03,0.07,0.03,0.07
206,Jason Hernandez\Jason-Hernandez,pr PUR,DF,NYCFC,31,1983,26,26,2295,0,0,0,0,8,0,0,0,0,0,0
207,Moises Hernandez\Moises-Hernandez,gt GUA,DF,FC Dallas,22,1992,14,11,970,0,1,0,0,2,0,0,0.09,0.09,0,0.09
208,Federico Higuaín\Federico-Higuain,ar ARG,FWMF,Columbus,30,1984,32,32,2716,8,8,1,2,6,1,0.27,0.27,0.53,0.23,0.5
209,Cristian Higuita\Cristian-Higuita,co COL,MF,Orlando City,21,1994,26,25,2223,1,2,0,0,10,1,0.04,0.08,0.12,0.04,0.12
210,Seb Hines\Seb-Hines,eng ENG,DFMF,Orlando City,26,1988,23,21,1925,1,0,0,0,2,0,0.05,0,0.05,0.05,0.05
211,Chandler Hoffman\Chandler-Hoffman,us USA,FW,Houston,24,1990,5,0,32,0,0,0,0,0,0,0,0,0,0,0
212,Ryan Hollingshead\Ryan-Hollingshead,us USA,DFMF,FC Dallas,23,1991,33,25,2165,2,2,0,0,4,0,0.08,0.08,0.17,0.08,0.17
213,Antoine Hoppenot\Antoine-Hoppenot,us USA,FWMF,Philadelphia,24,1990,1,0,5,0,0,0,0,0,0,0,0,0,0,0
214,David Horst\David-Horst,us USA,DF,Houston,29,1985,32,28,2605,0,1,0,0,3,0,0,0.03,0.03,0,0.03
215,Taylor Hunter\Taylor-Hunter,us USA,DF,Houston,21,1993,1,1,90,0,0,0,0,0,0,0,0,0,0,0
216,Erik Hurtado\Erik-Hurtado,us USA,FW,Vancouver,24,1990,9,1,187,0,0,0,0,0,0,0,0,0,0,0
217,Baggio Husidić\Baggio-Husidic,ba BIH,MF,LA Galaxy,27,1987,24,21,1923,2,5,0,0,4,0,0.09,0.23,0.33,0.09,0.33
218,Kennedy Igboananike\Kennedy-Igboananike,ng NGA,FW,Chicago,25,1989,31,20,1796,7,3,0,0,4,0,0.35,0.15,0.5,0.35,0.5
219,Andoni Iraola\Andoni-Iraola,es ESP,DFMF,NYCFC,32,1982,9,8,759,0,1,0,0,2,0,0,0.12,0.12,0,0.12
220,Clint Irwin\Clint-Irwin,us USA,GK,Colorado,25,1989,31,31,2790,0,0,0,0,1,0,0,0,0,0,0
221,Stefan Ishizaki\Stefan-Ishizaki,se SWE,MF,LA Galaxy,32,1982,20,19,1624,1,5,0,0,3,0,0.06,0.28,0.33,0.06,0.33
222,Andreas Ivanschitz\Andreas-Ivanschitz,at AUT,MF,Seattle,31,1983,6,5,436,1,1,0,0,1,0,0.21,0.21,0.41,0.21,0.41
223,R. J. Allen\R-J-Allen,us USA,DF,NYCFC,24,1990,14,13,1054,0,1,0,0,5,1,0,0.09,0.09,0,0.09
224,A. J. Cochran\A-J-Cochran,us USA,DF,Houston,21,1993,7,5,513,0,0,0,0,0,0,0,0,0,0,0
225,J. J. Koval\J-J-Koval,us USA,MF,San Jose,22,1992,17,7,742,0,0,0,0,0,1,0,0,0,0,0
226,Jackson\Jackson,br BRA,DFMF,Toronto FC,26,1988,26,14,1380,1,1,0,0,2,0,0.07,0.07,0.13,0.07,0.13
227,Anthony Jackson-Hamel\Anthony-Jackson-Hamel,ca CAN,FW,Montreal,21,1993,8,0,163,0,0,0,0,0,0,0,0,0,0,0
228,Andrew Jacobson\Andrew-Jacobson,us USA,MF,NYCFC,29,1985,33,33,2833,1,2,0,0,5,1,0.03,0.06,0.1,0.03,0.1
229,Thomas Jaguaribe\Thomas-Jaguaribe,br BRA,FWMF,Seattle,21,1993,11,7,544,1,1,0,0,1,0,0.17,0.17,0.33,0.17,0.33
230,Adam Jahn\Adam-Jahn,us USA,FW,San Jose,24,1991,26,9,1019,1,1,0,0,1,1,0.09,0.09,0.18,0.09,0.18
231,Sebastián Jaime\Sebastian-Jaime,ar ARG,FWMF,Real Salt Lake,28,1987,20,17,1256,5,1,0,0,2,1,0.36,0.07,0.43,0.36,0.43
232,Bradford Jamieson IV\Bradford-Jamieson-IV,us USA,FWMF,LA Galaxy,18,1996,7,6,457,1,0,0,0,1,0,0.2,0,0.2,0.2,0.2
233,Jeanderson\Jeanderson,br BRA,DF,Portland,23,1991,3,1,92,0,0,0,0,0,0,0,0,0,0,0
234,Jared Jeffrey\Jared-Jeffrey,us USA,MF,D.C. United,24,1990,2,1,61,0,0,0,0,1,0,0,0,0,0,0
235,Jack Jewsbury\Jack-Jewsbury,us USA,DFMF,Portland,33,1981,26,18,1722,3,0,0,0,2,0,0.16,0,0.16,0.16,0.16
236,Hector Jiménez\Hector-Jimenez,us USA,DFMF,Columbus,26,1988,23,12,1117,0,3,0,0,3,0,0,0.24,0.24,0,0.24
237,Jason Johnson\Jason-Johnson,jm JAM,FWMF,Chicago,24,1990,20,5,622,2,2,0,0,1,1,0.29,0.29,0.58,0.29,0.58
238,Sean Johnson\Sean-Johnson,us USA,GK,Chicago,25,1989,21,21,1890,0,0,0,0,1,0,0,0,0,0,0
239,Will Johnson\Will-Johnson,ca CAN,FWMF,Portland,28,1987,12,12,1043,0,0,0,0,1,1,0,0,0,0,0
240,Darwin Jones\Darwin-Jones,us USA,FWMF,Seattle,22,1992,9,0,116,0,0,0,0,0,0,0,0,0,0,0
241,Jermaine Jones\Jermaine-Jones,us USA,MF,New England,33,1981,18,17,1308,0,0,0,0,6,0,0,0,0,0,0
242,Joevin Jones\Joevin-Jones,tt TRI,DFMF,Chicago,23,1991,28,26,2256,1,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08
243,Marcel de Jong\Marcel-de-Jong,ca CAN,DFMF,Sporting KC,28,1986,13,11,843,1,1,0,0,1,0,0.11,0.11,0.21,0.11,0.21
244,Vitor Junior\Vitor-Junior,br BRA,MF,LA Galaxy,26,1989,34,32,2852,4,5,1,2,5,0,0.13,0.16,0.28,0.09,0.25
245,Pa-Modou Kah\Pa-Modou-Kah,no NOR,DFMF,Vancouver,34,1980,25,24,2163,3,2,0,0,6,0,0.12,0.08,0.21,0.12,0.21
246,Kaká\Kaka,br BRA,FWMF,Orlando City,32,1982,28,28,2436,9,6,4,5,5,1,0.33,0.22,0.55,0.18,0.41
247,Kei Kamara\Kei-Kamara,sl SLE,FW,Columbus,30,1984,32,31,2757,22,8,0,0,6,0,0.72,0.26,0.98,0.72,0.98
248,Alec Kann\Alec-Kann,us USA,GK,Chicago,24,1990,1,1,90,0,0,0,0,0,0,0,0,0,0,0
249,Ahmed Kantari\Ahmed-Kantari,ma MAR,DF,Toronto FC,29,1985,12,10,953,0,0,0,0,3,0,0,0,0,0,0
250,Phanuel Kavita\Phanuel-Kavita,us USA,DF,Real Salt Lake,21,1993,2,2,180,0,0,0,0,1,0,0,0,0,0,0
251,Robbie Keane\Robbie-Keane,ie IRL,FW,LA Galaxy,34,1980,24,22,2060,20,7,4,4,1,0,0.87,0.31,1.18,0.7,1
252,Taylor Kemp\Taylor-Kemp,us USA,DF,D.C. United,24,1990,27,25,2261,1,6,0,0,6,0,0.04,0.24,0.28,0.04,0.28
253,Jon Kempin\Jon-Kempin,us USA,GK,Sporting KC,21,1993,3,3,270,0,0,0,0,0,0,0,0,0,0,0
254,Dan Kennedy\Dan-Kennedy,us USA,GK,FC Dallas,32,1982,16,16,1440,0,0,0,0,3,0,0,0,0,0,0
255,Perry Kitchen\Perry-Kitchen,us USA,DFMF,D.C. United,22,1992,33,31,2833,3,1,0,0,6,0,0.1,0.03,0.13,0.1,0.13
256,Sacha Kljestan\Sacha-Kljestan,us USA,MF,NY Red Bulls,29,1985,33,33,2837,8,11,5,6,4,1,0.25,0.35,0.6,0.1,0.44
257,Chris Klute\Chris-Klute,us USA,DF,Columbus,24,1990,14,8,833,0,0,0,0,3,0,0,0,0,0,0
258,Brad Knighton\Brad-Knighton,us USA,GK,New England,29,1985,3,3,270,0,0,0,0,0,0,0,0,0,0,0
259,Daigo Kobayashi\Daigo-Kobayashi,jp JPN,MF,New England,31,1983,21,11,1127,0,1,0,0,0,0,0,0.08,0.08,0,0.08
260,Gershon Koffie\Gershon-Koffie,gh GHA,MF,Vancouver,23,1991,28,22,2001,1,1,0,0,7,0,0.04,0.04,0.09,0.04,0.09
261,Chris Konopka\Chris-Konopka,us USA,GK,Toronto FC,29,1985,21,21,1890,0,0,0,0,2,0,0,0,0,0,0
262,Chris Korb\Chris-Korb,us USA,DF,D.C. United,27,1987,18,17,1444,0,1,0,0,1,0,0,0.06,0.06,0,0.06
263,Aaron Kovar\Aaron-Kovar,us USA,MF,Seattle,21,1993,6,2,202,0,0,0,0,0,0,0,0,0,0,0
264,Eric Kronberg\Eric-Kronberg,us USA,GK,Montreal,31,1983,3,3,270,0,0,0,0,1,0,0,0,0,0,0
265,Matías Laba\Matias-Laba,ar ARG,MF,Vancouver,23,1991,30,30,2532,1,1,0,0,6,2,0.04,0.04,0.07,0.04,0.07
266,Nick LaBrocca\Nick-LaBrocca,us USA,DFMF,Colorado,30,1984,13,6,628,1,0,0,0,2,0,0.14,0,0.14,0.14,0.14
267,Connor Lade\Connor-Lade,us USA,DFMF,NY Red Bulls,25,1989,18,16,1433,0,0,0,0,6,0,0,0,0,0,0
268,Michael Lahoud\Michael-Lahoud,sl SLE,MF,Philadelphia,28,1986,19,14,1233,0,0,0,0,2,0,0,0,0,0,0
269,Frank Lampard\Frank-Lampard,eng ENG,MF,NYCFC,36,1978,10,9,729,3,1,0,0,0,0,0.37,0.12,0.49,0.37,0.49
270,Jeff Larentowicz\Jeff-Larentowicz,us USA,DFMF,Chicago,31,1983,29,29,2610,6,0,5,6,5,0,0.21,0,0.21,0.03,0.03
271,Cyle Larin\Cyle-Larin,ca CAN,FW,Orlando City,19,1995,27,24,1891,17,0,0,0,0,1,0.81,0,0.81,0.81,0.81
272,Adam Larsen Kwarasey\Adam-Larsen-Kwarasey,gh GHA,GK,Portland,27,1987,33,33,2970,0,0,0,0,1,0,0,0,0,0,0
273,Ariel Lassiter\Ariel-Lassiter,cr CRC,FWMF,LA Galaxy,20,1994,1,0,20,0,0,0,0,0,0,0,0,0,0,0
274,Kemar Lawrence\Kemar-Lawrence,jm JAM,DF,NY Red Bulls,22,1992,23,23,1997,1,3,0,0,2,0,0.05,0.14,0.18,0.05,0.18
275,Sébastien Le Toux\Sebastien-Le-Toux,fr FRA,FWMF,Philadelphia,31,1984,31,26,2375,8,5,1,1,4,0,0.3,0.19,0.49,0.27,0.45
276,Raymond Lee\Raymond-Lee,us USA,DF,Philadelphia,21,1993,1,0,13,0,0,0,0,0,0,0,0,0,0,0
277,Wandrille Lefèvre\Wandrille-Lefevre,ca CAN,DFMF,Montreal,25,1989,11,11,990,2,0,0,0,0,0,0.18,0,0.18,0.18,0.18
278,Leonardo\Leonardo,br BRA,DF,LA Galaxy,26,1988,26,26,2263,0,0,0,0,2,1,0,0,0,0,0
279,Sebastian Lletget\Sebastian-Lletget,us USA,MF,LA Galaxy,22,1992,20,17,1442,7,2,0,0,0,0,0.44,0.12,0.56,0.44,0.56
280,Alexander López\Alexander-Lopez,hn HON,MF,Houston,22,1992,16,12,942,0,2,0,0,1,0,0,0.19,0.19,0,0.19
281,Mikey Lopez\Mikey-Lopez,us USA,DFMF,Sporting KC,21,1993,6,5,481,0,0,0,0,1,0,0,0,0,0,0
282,Rob Lovejoy\Rob-Lovejoy,us USA,FW,Houston,23,1991,17,2,348,1,1,0,0,0,0,0.26,0.26,0.52,0.26,0.52
283,Daniel Lovitz\Daniel-Lovitz,us USA,DFMF,Toronto FC,23,1991,11,3,357,0,1,0,0,0,0,0,0.25,0.25,0,0.25
284,Zach Loyd\Zach-Loyd,us USA,DF,FC Dallas,27,1987,28,28,2394,0,0,0,0,2,1,0,0,0,0,0
285,Raïs M'Bolhi\Rais-MBolhi,dz ALG,GK,Philadelphia,28,1986,5,5,450,0,0,0,0,0,0,0,0,0,0,0
286,Cedrick Mabwati\Cedrick-Mabwati,cd COD,FWMF,Columbus,22,1992,9,1,238,1,0,0,0,0,0,0.38,0,0.38,0.38,0.38
287,Zac MacMath\Zac-MacMath,us USA,GK,Colorado,23,1991,3,3,270,0,0,0,0,1,0,0,0,0,0,0
288,Ignacio Maganto\Ignacio-Maganto,es ESP,MF,LA Galaxy,23,1992,13,6,527,1,2,0,0,0,0,0.17,0.34,0.51,0.17,0.51
289,Mike Magee\Mike-Magee,us USA,FWMF,Chicago,30,1984,12,3,367,0,2,0,0,0,0,0,0.49,0.49,0,0.49
290,Cristian Maidana\Cristian-Maidana,ar ARG,MF,Philadelphia,28,1987,28,25,2115,1,14,0,0,1,1,0.04,0.6,0.64,0.04,0.64
291,Calum Mallace\Calum-Mallace,sco SCO,DFMF,Montreal,25,1990,26,21,1803,0,2,0,0,3,0,0,0.1,0.1,0,0.1
292,Shaun Maloney\Shaun-Maloney,sco SCO,FWMF,Chicago,32,1983,14,14,1226,3,2,2,2,2,0,0.22,0.15,0.37,0.07,0.22
293,Kekuta Manneh\Kekuta-Manneh,us USA,FWMF,Vancouver,20,1994,32,28,2415,7,5,0,0,3,0,0.26,0.19,0.45,0.26,0.45
294,Mauro Manotas\Mauro-Manotas,co COL,FW,Houston,19,1995,9,0,110,0,0,0,0,0,0,0,0,0,0,0
295,Abdoulie Mansally\Abdoulie-Mansally,gm GAM,DFFW,Real Salt Lake,26,1989,19,14,1314,1,0,0,0,5,1,0.07,0,0.07,0.07,0.07
296,Victor Mansaray\Victor-Mansaray,us USA,FW,Seattle,17,1997,3,0,31,0,0,0,0,0,0,0,0,0,0,0
297,Juan Manuel Martínez\Juan-Manuel-Martinez,ar ARG,FWMF,Real Salt Lake,29,1985,8,7,647,1,0,0,1,2,0,0.14,0,0.14,0.14,0.14
298,Justin Mapp\Justin-Mapp,us USA,MF,Montreal,30,1984,5,3,263,0,0,0,0,0,0,0,0,0,0,0
299,Luis Marín\Luis-Marin,cl CHI,GK,Sporting KC,31,1983,8,8,720,0,0,0,0,0,0,0,0,0,0,0
300,Richie Marquez\Richie-Marquez,us USA,DF,Philadelphia,22,1992,21,20,1854,0,0,0,0,1,1,0,0,0,0,0
301,Chad Marshall\Chad-Marshall,us USA,DF,Seattle,30,1984,29,28,2530,0,0,0,0,2,0,0,0,0,0,0
302,Obafemi Martins\Obafemi-Martins,ng NGA,FW,Seattle,30,1984,21,20,1805,15,5,0,1,2,0,0.75,0.25,1,0.75,1
303,David Mateos\David-Mateos,es ESP,DF,Orlando City,27,1987,6,6,540,0,1,0,0,0,0,0,0.17,0.17,0,0.17
304,Darren Mattocks\Darren-Mattocks,jm JAM,FW,Vancouver,24,1990,22,9,856,3,1,0,0,2,0,0.32,0.11,0.42,0.32,0.42
305,Aaron Maund\Aaron-Maund,tt TRI,DF,Real Salt Lake,24,1990,22,21,1975,1,0,0,0,3,0,0.05,0,0.05,0.05,0.05
306,John McCarthy\John-McCarthy,us USA,GK,Philadelphia,22,1992,11,11,990,0,0,0,0,0,0,0,0,0,0,0
307,Dax McCarty\Dax-McCarty,us USA,MF,NY Red Bulls,27,1987,32,32,2771,1,6,0,0,6,0,0.03,0.19,0.23,0.03,0.23
308,Jack McInerney\Jack-McInerney,us USA,FW,Montreal,22,1992,17,13,1186,4,0,0,0,4,0,0.3,0,0.3,0.3,0.3
309,Jack McInerney\Jack-McInerney,us USA,FW,Columbus,22,1992,5,2,171,2,1,0,0,2,0,1.05,0.53,1.58,1.05,1.58
310,Jimmy McLaughlin\Jimmy-McLaughlin,us USA,MF,Philadelphia,21,1993,1,0,1,0,0,0,0,0,0,0,0,0,0,0
311,Thomas McNamara\Thomas-McNamara,us USA,FWMF,NYCFC,23,1991,19,15,1323,5,2,0,0,3,0,0.34,0.14,0.48,0.34,0.48
312,Ryan Meara\Ryan-Meara,us USA,GK,NYCFC,24,1990,1,1,90,0,0,0,0,0,0,0,0,0,0,0
313,Tyrone Mears\Tyrone-Mears,jm JAM,DF,Seattle,31,1983,33,33,2959,1,2,0,0,3,0,0.03,0.06,0.09,0.03,0.09
314,Jimmy Medranda\Jimmy-Medranda,co COL,DFMF,Sporting KC,20,1994,7,7,420,0,0,0,0,1,0,0,0,0,0,0
315,Lucas Melano\Lucas-Melano,ar ARG,FWMF,Portland,21,1993,13,8,724,1,3,0,0,4,0,0.12,0.37,0.5,0.12,0.5
316,Tim Melia\Tim-Melia,us USA,GK,Sporting KC,28,1986,23,23,2070,0,0,0,0,2,0,0,0,0,0,0
317,Jefferson Mena\Jefferson-Mena,co COL,DF,NYCFC,25,1989,7,6,596,0,0,0,0,2,0,0,0,0,0,0
318,Justin Meram\Justin-Meram,iq IRQ,FWMF,Columbus,26,1988,31,28,2216,6,4,0,0,3,0,0.24,0.16,0.41,0.24,0.41
319,Tommy Meyer\Tommy-Meyer,us USA,DF,LA Galaxy,24,1990,6,4,371,0,0,0,0,0,0,0,0,0,0,0
320,Nicolás Mezquida\Nicolas-Mezquida,uy URU,FWMF,Vancouver,23,1992,18,12,926,1,1,0,0,3,0,0.1,0.1,0.19,0.1,0.19
321,Matt Miazga\Matt-Miazga,us USA,DF,NY Red Bulls,19,1995,26,24,2130,1,1,0,0,5,2,0.04,0.04,0.08,0.04,0.08
322,Michel\Michel,br BRA,DFMF,FC Dallas,33,1981,18,12,917,1,4,0,0,3,0,0.1,0.39,0.49,0.1,0.49
323,Eric Miller\Eric-Miller,us USA,DF,Montreal,22,1993,9,6,519,0,0,0,0,1,0,0,0,0,0,0
